,PK12ed,PK12ed_real,PK12ed_realperch,highered,highered_real,highered_realperch,edsubs,edsubs_real,edsubs_realperch,edservs,edservs_real,edservs_realperch,pell,pell_real,pell_realperch,HeadStartPriv,HeadStartPriv_real,HeadStartPriv_realperch,TANFbasic,TANFbasic_real,TANFbasic_realperch,othercashserv,othercashserv_real,othercashserv_realperch,SNAP,SNAP_real,SNAP_realperch,socsec,socsec_real,socsec_realperch,fedSSI,fedSSI_real,fedSSI_realperch,fedEITC,fedEITC_real,fedEITC_realperch,CTC,CTC_real,CTC_realperch,addCC,addCC_real,addCC_realperch,stateEITC,stateEITC_real,stateEITC_realperch,unemp,unemp_real,unemp_realperch,wcomp,wcomp_real,wcomp_realperch,Medicaid_CHIP,Medicaid_CHIP_real,Medicaid_CHIP_realperch,pubhealth,pubhealth_real,pubhealth_realperch,other_health,other_health_real,other_health_realperch,HCD,HCD_real,HCD_realperch,lib,lib_real,lib_realperch,parkrec,parkrec_real,parkrec_realperch
Alabama,6305709,6679082.0,5.651526927947998,1840444,1949420.25,1.6495083570480347,458685,485844.625,0.41109901666641235,281769,298453.09375,0.2525370717048645,512994.502,543369.875,0.4597741961479187,106675.56207617284,112992.0234375,0.09560856968164444,49633.048,52571.9140625,0.04448389634490013,666971.9375,706464.625,0.5977773666381836,622725.25,659598.0,0.5581210255622864,482204.4439144195,510756.6875,0.43217843770980835,221700.35136,234827.65625,0.1987001895904541,1417969,1501929.625,1.2708626985549927,400748,424477.0625,0.35917264223098755,506039,536002.5625,0.4535403251647949,0.0,0.0,0.0,712100,754264.8125,0.6382236480712891,0,0.0,0.0,2034058.0,2154498.5,1.8230359554290771,903227,956708.8125,0.809522271156311,7701711.0,8157744.0,6.9027018547058105,430927,456443.0,0.3862207233905792,81288,86101.21875,0.07285482436418533,356516,377626.0,0.3195294737815857
Alaska,2105122,2229770.25,11.259589195251465,513549,543957.1875,2.746800661087036,19449,20600.61328125,0.10402616113424301,94836,100451.421875,0.5072458982467651,43420.323,45991.32421875,0.2322407066822052,14373.541,15224.6259765625,0.07687924057245255,41349.655,43798.046875,0.22116538882255554,460996.34375,488292.8125,2.465714454650879,79933.4765625,84666.4921875,0.42753729224205017,53255.76223310373,56409.13671875,0.2848471701145172,8604.460080000003,9113.9462890625,0.046022363007068634,101907,107941.109375,0.5450662970542908,81374,86192.3125,0.4352421760559082,46171,48904.87109375,0.24695314466953278,0.0,0.0,0.0,350001,370725.21875,1.8720375299453735,4452,4715.611328125,0.023812249302864075,518471.21875,549170.875,2.773128032684326,236285,250275.890625,1.2638089656829834,1235545.75,1308704.75,6.608518600463867,266367,282139.09375,1.4247074127197266,35256,37343.57421875,0.1885724812746048,82250,87120.1796875,0.4399275779724121
Arizona,6966512,7379012.5,4.328549385070801,2123236,2248956.75,1.319244384765625,571932,605797.1875,0.35536232590675354,248067,262755.53125,0.154133141040802,649706.707,688177.0625,0.40368661284446716,90261.72138810206,95606.2890625,0.056082919239997864,49291.677,52210.33203125,0.030626727268099785,1244499.375,1318188.5,0.7732530832290649,819168.6875,867673.25,0.5089795589447021,412564.4345506516,436993.15625,0.25634142756462097,157564.9278,166894.640625,0.0979008674621582,1409991,1493479.25,0.8760791420936584,573503,607461.1875,0.3563384413719177,713185,755414.0625,0.4431280195713043,0.0,0.0,0.0,1050005,1112177.75,0.6524065732955933,140642,148969.6875,0.08738603442907333,2994542.5,3171855.0,1.860619068145752,2139553,2266240.0,1.3293827772140503,5111150.5,5413791.5,3.1757452487945557,516981,547592.4375,0.321219265460968,150935,159872.15625,0.09378145635128021,514132,544574.75,0.3194490671157837
Arkansas,4220947,4470877.5,5.965568542480469,1414004,1497729.875,1.9984467029571533,512914,543284.625,0.724914014339447,130392,138112.765625,0.1842862367630005,340531.003,360694.5,0.4812808632850647,74361.03208876133,78764.09375,0.10509628057479858,14576.892,15440.017578125,0.020601879805326462,658294.125,697273.0,0.9303833246231079,332962.1875,352677.5,0.47058364748954773,284075.4503127708,300896.09375,0.40149083733558655,223266.35159999997,236486.375,0.3155478239059448,764025,809264.375,1.07981538772583,250756,265603.75,0.3543996512889862,292965,310312.03125,0.41405466198921204,0.0,0.0,0.0,614582,650972.5625,0.8686038851737976,15660,16587.2578125,0.022132663056254387,1820442.125,1928234.0,2.572875738143921,334190,353978.03125,0.47231897711753845,3748160.0,3970095.75,5.297367095947266,188779,199956.96875,0.2668060064315796,84831,89854.0078125,0.11989374458789825,172812,183044.53125,0.2442394644021988
California,57048604,60426560.0,6.191021919250488,23272052,24650034.0,2.525527000427246,4138422,4383466.0,0.44910937547683716,785310,831809.6875,0.08522331714630127,3986987.168,4223064.5,0.43267539143562317,615304.6444681432,651738.0,0.06677401810884476,3285158.179,3479678.75,0.35651156306266785,16625583.0,17610016.0,1.8042396306991577,3977614.25,4213136.5,0.43165820837020874,1920397.5224615554,2034107.875,0.20840515196323395,708642.034420577,750602.0625,0.07690316438674927,7289949,7721601.0,0.7911190390586853,3140531,3326487.75,0.34081634879112244,3774231,3997710.5,0.40958666801452637,0.0,0.0,0.0,15434773,16348695.0,1.6750106811523438,1421027,1505168.75,0.15421253442764282,15688743.0,16617703.0,1.7025718688964844,13013536,13784092.0,1.4122533798217773,45271680.0,47952304.0,4.912968158721924,6717505,7115261.5,0.7289963364601135,1210105,1281757.625,0.13132287561893463,4442083,4705107.0,0.4820632040500641
Colorado,6844340,7249606.5,5.565087795257568,1745923,1849302.375,1.4195984601974487,347431,368003.0625,0.28249385952949524,91546,96966.609375,0.07443544268608093,442905.233,469130.5,0.36012333631515503,56126.90054910398,59450.28125,0.045636411756277084,70719.006,74906.4140625,0.057501159608364105,1162182.0,1230997.0,0.9449625015258789,405061.1875,429045.625,0.32935258746147156,275968.69148996635,292309.3125,0.22438831627368927,68600.83967999999,72662.828125,0.05577889084815979,775244,821147.6875,0.6303458213806152,502934,532713.6875,0.40893232822418213,415367,439961.6875,0.337732195854187,0.0,0.0,0.0,1541617,1632899.125,1.2534786462783813,371749,393760.96875,0.3022666573524475,1647343.625,1744886.0,1.3394442796707153,1212533,1284329.375,0.9859026074409485,4925027.5,5216648.0,4.004507541656494,712910,755122.75,0.5796624422073364,229165,242734.296875,0.1863325536251068,937925,993461.3125,0.7626206278800964
Connecticut,7898446,8366128.0,9.855779647827148,1090928,1155523.875,1.3612735271453857,331035,350636.21875,0.41306963562965393,295897,313417.625,0.3692239820957184,259888.983,275277.5,0.32429271936416626,46051.95309692472,48778.77734375,0.05746420472860336,81116.023,85919.0546875,0.1012175902724266,1300012.0,1376988.25,1.6221712827682495,267521.5,283361.96875,0.3338167071342468,216046.20747081633,228838.71875,0.26958516240119934,63053.691119999996,66787.21875,0.07867918163537979,453493,480345.1875,0.5658742785453796,291356,308607.75,0.3635576665401459,181081,191803.15625,0.22595514357089996,122443.1171875,129693.2109375,0.15278606116771698,1863052,1973366.875,2.324739694595337,31903,33792.0390625,0.0398089662194252,1209573.375,1281194.5,1.5093207359313965,764782,810066.1875,0.954304575920105,5073381.5,5373786.0,6.330628871917725,805360,853046.875,1.0049382448196411,152107,161113.546875,0.18980102241039276,251032,265896.09375,0.3132408857345581
Delaware,1673927,1773043.375,8.136249542236328,239423,253599.6875,1.163733720779419,193244,204686.34375,0.939277172088623,150183,159075.625,0.7299759387969971,68160.844,72196.78125,0.3313010036945343,15341.871,16250.2919921875,0.07457032799720764,19134.666,20267.666015625,0.09300550073385239,234488.328125,248372.828125,1.1397483348846436,106038.046875,112316.765625,0.5154060125350952,65162.357433005105,69020.7421875,0.31672659516334534,26232.10452,27785.357421875,0.1275031417608261,165527,175328.171875,0.8045566082000732,80560,85330.109375,0.39156800508499146,69605,73726.4453125,0.33832040429115295,27808.53515625,29455.130859375,0.1351654976606369,377996,400377.875,1.8372783660888672,6571,6960.08154296875,0.03193884715437889,456746.375,483791.1875,2.220050573348999,441705,467859.1875,2.1469407081604004,1127967.625,1194756.75,5.482572555541992,154652,163809.234375,0.7516977787017822,34328,36360.625,0.1668538600206375,55249,58520.3984375,0.26854196190834045
District of Columbia,1981603,2098937.5,17.89238166809082,114929,121734.1640625,1.0377222299575806,0,0.0,0.0,0,0.0,0.0,49182.112,52094.27734375,0.44407740235328674,13502.249319821298,14301.7431640625,0.12191513925790787,35772.461,37890.6171875,0.32299837470054626,630397.5625,667724.625,5.692015171051025,87488.6171875,92668.984375,0.7899563312530518,28870.706128837104,30580.1953125,0.2606807351112366,33210.71748,35177.1875,0.29986774921417236,122917,130195.1484375,1.109847903251648,27391,29012.873046875,0.24732010066509247,43395,45964.5,0.3918241560459137,44250.12109375,46870.25390625,0.39954525232315063,236030,250005.78125,2.1311731338500977,0,0.0,0.0,392913.5625,416178.71875,3.5477135181427,441521,467664.3125,3.9866020679473877,2009534.5,2128522.75,18.144582748413086,511588,541880.125,4.6192545890808105,34373,36408.2890625,0.3103622794151306,140940,149285.328125,1.2725820541381836
Florida,21698588,22983402.0,5.413684368133545,5544141,5872420.0,1.3832342624664307,1738689,1841640.125,0.433793842792511,1216043,1288047.25,0.30339640378952026,2146944.114,2274068.75,0.5356513857841492,189788.9327215612,201026.703125,0.047351349145174026,169458.905,179492.890625,0.042279113084077835,3118831.0,3303503.0,0.7781320810317993,2113859.5,2239025.25,0.5273969769477844,1274771.6938478744,1350253.375,0.318048894405365,757896.9532800001,802773.5,0.18909133970737457,5099789,5401757.0,1.27237069606781,1327002,1405576.375,0.3310801088809967,1827390,1935593.25,0.45592427253723145,0.0,0.0,0.0,3425599,3628435.25,0.8546690940856934,171292,181434.53125,0.042736463248729706,5817669.5,6162145.0,1.4514782428741455,4812459,5097414.0,1.2006834745407104,21693718.0,22978244.0,5.412469387054443,2604181,2758379.5,0.6497295498847961,519110,549847.5,0.12951524555683136,2074638,2197481.25,0.5176113843917847
