,PK12ed,PK12ed_real,PK12ed_realperch,highered,highered_real,highered_realperch,edsubs,edsubs_real,edsubs_realperch,edservs,edservs_real,edservs_realperch,pell,pell_real,pell_realperch,HeadStartPriv,HeadStartPriv_real,HeadStartPriv_realperch,TANFbasic,TANFbasic_real,TANFbasic_realperch,othercashserv,othercashserv_real,othercashserv_realperch,SNAP,SNAP_real,SNAP_realperch,socsec,socsec_real,socsec_realperch,fedSSI,fedSSI_real,fedSSI_realperch,fedEITC,fedEITC_real,fedEITC_realperch,CTC,CTC_real,CTC_realperch,addCC,addCC_real,addCC_realperch,stateEITC,stateEITC_real,stateEITC_realperch,unemp,unemp_real,unemp_realperch,wcomp,wcomp_real,wcomp_realperch,Medicaid_CHIP,Medicaid_CHIP_real,Medicaid_CHIP_realperch,pubhealth,pubhealth_real,pubhealth_realperch,other_health,other_health_real,other_health_realperch,HCD,HCD_real,HCD_realperch,lib,lib_real,lib_realperch,parkrec,parkrec_real,parkrec_realperch
Alabama,4006894,5460038.5,4.597625255584717,1083857,1476929.75,1.243648648262024,139186,189663.34375,0.1597060114145279,275254,375077.90625,0.3158343434333801,149033.825,203082.59375,0.17100569605827332,71103.12991678715,96889.46875,0.08158577233552933,36346.033,49527.32421875,0.04170447960495949,887745.9375,1209696.875,1.0186251401901245,177367.390625,241691.640625,0.20351643860340118,304023.1715736751,414280.5625,0.3488449156284332,130081.91507999999,177257.5625,0.14925971627235413,818625,1115508.5,0.9393138885498047,294040,400676.875,0.3373899459838867,0,0,0,0.0,0.0,0.0,186957,254759.03125,0.21451982855796814,0,0.0,0.0,435057.75,592836.25,0.49919775128364563,837492,1141217.75,0.9609623551368713,4762114.0,6489147.5,5.464186191558838,253965,346068.21875,0.2914067208766937,59130,80574.1484375,0.06784746050834656,216101,294472.4375,0.24796050786972046
Alaska,1133145,1544092.625,7.729855060577393,249464,339934.875,1.7017419338226318,5432,7401.97509765625,0.03705489635467529,44731,60953.1953125,0.30513671040534973,10150.483,13831.66796875,0.06924246996641159,9738.0,13269.59375,0.06642867624759674,55365.359,75444.21875,0.3776799738407135,241216.640625,328696.53125,1.6454819440841675,23879.806640625,32540.083984375,0.16289834678173065,36516.95305318573,49760.23046875,0.24910381436347961,4654.038959999999,6341.8779296875,0.0317479632794857,39756,54173.953125,0.2711992859840393,57456,78293.0546875,0.39194148778915405,0,0,0,0.0,0.0,0.0,112091,152742.046875,0.7646392583847046,3086,4205.17236328125,0.0210514385253191,202293.3125,275657.21875,1.3799628019332886,156950,213869.65625,1.0706491470336914,342585.6875,466828.1875,2.3369803428649902,97187,132432.9375,0.6629701852798462,23480,31995.283203125,0.1601710170507431,48002,65410.45703125,0.32745012640953064
Arizona,4185930,5704004.0,3.9376275539398193,1243399,1694331.5,1.169642686843872,143576,195645.4375,0.13505931198596954,126138,171883.34375,0.11865570396184921,124760.186,170005.859375,0.11735962331295013,55905.327173650265,76180.015625,0.052589114755392075,107384.566,146328.765625,0.10101468861103058,834722.4375,1137443.75,0.7852080464363098,140303.4375,191186.03125,0.13198086619377136,235686.1660146608,321160.375,0.22170566022396088,66608.82359999999,90765.25,0.06265769898891449,562941,767097.8125,0.5295482873916626,351405,478845.9375,0.33056023716926575,0,0,0,0.0,0.0,0.0,148941,202956.109375,0.14010606706142426,145867,198767.28125,0.13721440732479095,903333.0625,1230936.875,0.8497488498687744,911551,1242135.125,0.8574793338775635,1499649.0,2043513.375,1.4106923341751099,279118,380343.25,0.26256120204925537,106788,145515.859375,0.10045351833105087,329591,449120.84375,0.3100402057170868
Arkansas,2324123,3166992.0,4.398520469665527,610066,831313.1875,1.15458083152771,125196,170599.71875,0.23693977296352386,192680,262557.53125,0.3646566569805145,89115.997,121434.90625,0.16865654289722443,47856.87282508612,65212.69921875,0.0905715599656105,33981.599,46305.40234375,0.06431189924478531,395500.40625,538933.0,0.7485045194625854,98993.4609375,134894.53125,0.18735013902187347,167583.3960793533,228359.375,0.31716006994247437,73167.41952,99702.3984375,0.1384730488061905,439734,599208.4375,0.8322188854217529,169894,231507.9375,0.3215329945087433,0,0,0,0.0,0.0,0.0,156892,213790.625,0.2969260513782501,10314,14054.486328125,0.01951976679265499,521543.75,710687.375,0.9870479702949524,308573,420480.4375,0.5839900374412537,1686279.25,2297827.25,3.19136905670166,100442,136868.40625,0.1900915801525116,42457,57854.50390625,0.08035202324390411,103866,141534.15625,0.19657166302204132
California,36658880,49953628.0,5.117807388305664,10104698,13769279.0,1.4106786251068115,1119913,1526061.875,0.15634681284427643,1286537,1753113.875,0.179608553647995,1008975.036,1374891.0,0.1408591866493225,422545.8299665451,575786.75,0.05899002403020859,3642622.413,4963660.0,0.5085327625274658,9222178.0,12566703.0,1.2874733209609985,1098353.125,1496683.125,0.15333692729473114,1316997.1037345454,1794620.75,0.18386098742485046,336728.7836417514,458847.21875,0.0470094308257103,3777915,5148018.0,0.5274204611778259,2261150,3081181.25,0.31567060947418213,0,0,0,0.0,0.0,0.0,2410730,3285008.0,0.3365528881549835,1007169,1372430.0,0.1406070590019226,5728645.0,7806201.5,0.7997544407844543,8770679,11951463.0,1.2244412899017334,19239760.0,26217272.0,2.68599009513855,3160003,4306013.0,0.4411560595035553,735967,1002873.625,0.10274557024240494,2576541,3510952.25,0.35970115661621094
Colorado,4149462,5654310.5,4.838380336761475,1029382,1402698.75,1.2002861499786377,106117,144601.515625,0.12373518198728561,86868,118371.6484375,0.10129034519195557,92190.281,125624.109375,0.10749626159667969,36332.76539039612,49509.24609375,0.042364947497844696,47808.184,65146.3515625,0.05574558302760124,1025609.8125,1397558.625,1.1958876848220825,62533.125,85211.4609375,0.07291524857282639,170887.20445494534,232861.34375,0.1992589235305786,34476.71448,46980.078125,0.040200743824243546,329852,449476.5,0.38461601734161377,312044,425210.21875,0.363851398229599,0,0,0,31026.4453125,42278.53125,0.03617764264345169,155229,211524.515625,0.18100103735923767,0,0.0,0.0,520855.875,709750.0625,0.6073315143585205,466956,636302.75,0.5444828271865845,1840407.125,2507851.25,2.1459624767303467,315753,430264.34375,0.3681762218475342,119425,162735.796875,0.1392526477575302,549333,748554.6875,0.6405365467071533
Connecticut,4713226,6422529.5,7.257177352905273,677821,923640.3125,1.0436731576919556,107838,146946.640625,0.16604328155517578,171568,233789.046875,0.26417139172554016,47778.562,65105.98828125,0.07356692105531693,34902.41863596439,47560.16796875,0.053740911185741425,166109.891,226351.484375,0.255767285823822,690823.125,941357.8125,1.0636931657791138,65001.81640625,88575.4453125,0.10008638352155685,150334.2910691842,204854.6875,0.23147684335708618,29643.72636,40394.3515625,0.04564385116100311,213841,291392.8125,0.3292611241340637,230892,314627.5625,0.35551539063453674,0,0,0,0.0,0.0,0.0,336555,458610.40625,0.51820969581604,100000,136266.109375,0.1539747416973114,431234.9375,587627.0625,0.6639928817749023,427246,582191.5,0.6578509211540222,2936422.0,4001348.0,4.521348476409912,388505,529400.625,0.5981995463371277,105977,144410.734375,0.16317781805992126,168828,230055.34375,0.25995248556137085
Delaware,915317,1247266.875,6.04407262802124,179302,244327.859375,1.1839770078659058,46276,63058.50390625,0.3055722713470459,106637,145310.09375,0.7041513919830322,11936.143,16264.91796875,0.07881740480661392,9820.0,13381.33203125,0.06484397500753403,19759.641,26925.693359375,0.13047796487808228,129385.359375,176308.390625,0.8543646335601807,15968.029296875,21759.01171875,0.10544098168611526,42039.118226192884,57285.0703125,0.27759504318237305,13087.04436,17833.20703125,0.08641710877418518,78760,107323.1875,0.5200724601745605,57148,77873.359375,0.3773628771305084,0,0,0,0.0,0.0,0.0,61356,83607.4375,0.4051494002342224,5027,6850.09716796875,0.03319456800818443,161056.8125,219465.859375,1.0634993314743042,213026,290282.25,1.4066652059555054,258330.1875,352016.5,1.7058203220367432,72479,98764.3125,0.47859737277030945,19759,26924.8203125,0.13047373294830322,37588,51219.70703125,0.24820318818092346
District of Columbia,815299,1110976.25,9.001079559326172,60470,82400.1171875,0.6676020622253418,0,0.0,0.0,0,0.0,0.0,13030.921,17756.728515625,0.1438642144203186,8576.768090724945,11687.228515625,0.09468939900398254,72153.694,98321.03125,0.7965925931930542,344022.3125,468785.8125,3.798081636428833,39792.9140625,54224.2578125,0.43932250142097473,22746.550807866937,30995.83984375,0.25112688541412354,17585.34288,23962.86328125,0.1941460371017456,84094,114591.625,0.9284161925315857,23836,32480.390625,0.26315465569496155,0,0,0,7568.46044921875,10313.2470703125,0.08355746418237686,65223,88876.84375,0.7200762033462524,0,0.0,0.0,215142.34375,293166.09375,2.375218391418457,261496,356330.4375,2.8869731426239014,982439.625,1338732.25,10.846348762512207,57168,77900.609375,0.6311472058296204,25130,34243.671875,0.2774406969547272,50985,69475.2734375,0.5628855228424072
Florida,13255884,18063278.0,4.682180881500244,2746993,3743220.5,0.97027987241745,542116,738720.375,0.19148364663124084,362181,493529.96875,0.12792786955833435,431698.763,588259.125,0.15248259902000427,122888.12218952179,167454.859375,0.043405961245298386,234307.415,319281.59375,0.08276095986366272,1798644.625,2450943.0,0.6353087425231934,357848.5,487626.21875,0.12639755010604858,835465.097283631,1138455.75,0.29509902000427246,349384.30296000006,476092.40625,0.12340787798166275,2181077,2972068.75,0.7703897356987,957869,1305250.875,0.33833396434783936,0,0,0,0.0,0.0,0.0,629337,857573.0625,0.22229145467281342,123015,167627.75,0.04345077648758888,1970252.625,2684786.5,0.6959233283996582,3004254,4093780.0,1.0611484050750732,9292258.0,12662199.0,3.282167673110962,818531,1115380.375,0.2891176640987396,274939,374648.6875,0.09711265563964844,1108440,1510428.125,0.3915179669857025
