,PK12ed,PK12ed_real,PK12ed_realperch,highered,highered_real,highered_realperch,edsubs,edsubs_real,edsubs_realperch,edservs,edservs_real,edservs_realperch,pell,pell_real,pell_realperch,HeadStartPriv,HeadStartPriv_real,HeadStartPriv_realperch,TANFbasic,TANFbasic_real,TANFbasic_realperch,othercashserv,othercashserv_real,othercashserv_realperch,SNAP,SNAP_real,SNAP_realperch,socsec,socsec_real,socsec_realperch,fedSSI,fedSSI_real,fedSSI_realperch,fedEITC,fedEITC_real,fedEITC_realperch,CTC,CTC_real,CTC_realperch,addCC,addCC_real,addCC_realperch,stateEITC,stateEITC_real,stateEITC_realperch,unemp,unemp_real,unemp_realperch,wcomp,wcomp_real,wcomp_realperch,Medicaid_CHIP,Medicaid_CHIP_real,Medicaid_CHIP_realperch,pubhealth,pubhealth_real,pubhealth_realperch,other_health,other_health_real,other_health_realperch,HCD,HCD_real,HCD_realperch,lib,lib_real,lib_realperch,parkrec,parkrec_real,parkrec_realperch
Alabama,4925201,5988129.5,5.064419746398926,1368260,1663550.0,1.4069361686706543,221697,269542.375,0.2279636263847351,247748,301215.5625,0.2547510266304016,222977.576,271099.3125,0.22928039729595184,89586.48026077748,108920.5234375,0.09211879223585129,47390.331,57617.83984375,0.048729896545410156,601262.6875,731023.75,0.6182583570480347,311125.46875,378270.78125,0.3199199438095093,384584.4685094105,467583.28125,0.39545539021492004,173456.31324000002,210890.65625,0.17835934460163116,1089650,1324812.0,1.120450735092163,464099,564258.1875,0.47721752524375916,0,0,0,0.0,0.0,0.0,213338,259379.375,0.2193683385848999,0,0.0,0.0,994884.0625,1209594.25,1.0230060815811157,768279,934084.5625,0.7899956703186035,6181524.0,7515585.0,6.356255054473877,366670,445802.625,0.3770345449447632,80948,98417.734375,0.08323612809181213,344021,418265.625,0.35374531149864197
Alaska,1416771,1722530.375,8.799778938293457,371527,451707.8125,2.307610511779785,11066,13454.2001953125,0.0687325969338417,62255,75690.515625,0.38667523860931396,14857.073,18063.44140625,0.09227953106164932,12439.387,15123.984375,0.07726291567087173,41117.68,49991.4609375,0.25538814067840576,278729.3125,338883.0625,1.7312299013137817,40524.2421875,49269.953125,0.251702219247818,44785.32609155095,54450.63671875,0.2781684398651123,6138.44808,7463.212890625,0.038126830011606216,65838,80046.78125,0.4089297950267792,92054,111920.5625,0.5717613101005554,0,0,0,0.0,0.0,0.0,115089,139926.84375,0.7148351669311523,3599,4375.71533203125,0.02235393226146698,411310.4375,500077.09375,2.55471134185791,169145,205648.90625,1.0505852699279785,707983.5625,860776.5,4.397393226623535,173234,210620.375,1.075982689857483,24384,29646.4140625,0.1514527052640915,59690,72571.953125,0.37074363231658936
Arizona,5872686,7140095.5,4.430024147033691,1622085,1972154.125,1.2236096858978271,256968,312425.34375,0.19384218752384186,187878,228424.75,0.1417245864868164,213968.231,260145.625,0.16140559315681458,76385.82393180329,92870.9765625,0.057621169835329056,160067.455,194612.296875,0.12074588239192963,1024863.5625,1246043.75,0.773099422454834,343524.4375,417661.90625,0.25913551449775696,317314.1202375334,385795.03125,0.2393639087677002,104862.30767999998,127493.0859375,0.07910222560167313,771178,937609.1875,0.5817332863807678,641299,779700.4375,0.4837598502635956,0,0,0,0.0,0.0,0.0,246211,299346.84375,0.18572773039340973,391836,476399.78125,0.2955790162086487,2631879.25,3199876.25,1.9853415489196777,1425679,1733360.875,1.0754519701004028,2776401.75,3375588.75,2.0943613052368164,359731,437366.09375,0.271360844373703,135611,164877.78125,0.10229730606079102,453594,551486.0625,0.3421657979488373
Arkansas,3300288,4012537.25,5.509267330169678,764402,929370.875,1.276038646697998,182486,221869.078125,0.30462923645973206,122132,148489.828125,0.2038785219192505,151281.897,183930.6875,0.2525393068790436,63712.8043994118,77462.9375,0.10635765641927719,18499.019,22491.37109375,0.03088095411658287,459322.96875,558451.4375,0.766761302947998,196228.984375,238578.0,0.3275707960128784,208823.03577984875,253890.03125,0.34859442710876465,110726.64072,134623.03125,0.18483923375606537,574086,697981.9375,0.9583385586738586,272269,331028.53125,0.45450660586357117,0,0,0,0.0,0.0,0.0,227210,276245.15625,0.37928831577301025,13645,16589.78515625,0.022777996957302094,1059079.0,1287643.375,1.7679516077041626,239401,291067.15625,0.3996390998363495,2383197.0,2897525.0,3.9783406257629395,146727,178392.78125,0.24493567645549774,62100,75502.0625,0.10366534441709518,117249,142553.0,0.1957271844148636
California,50693044,61633324.0,6.209083557128906,12467464,15158121.0,1.5270640850067139,2437528,2963581.25,0.2985580265522003,1143233,1389959.0,0.14002768695354462,1488876.115,1810196.75,0.18236340582370758,544417.067631451,661910.0625,0.0666823461651802,3503655.295,4259794.0,0.42914149165153503,13316635.0,16190555.0,1.6310739517211914,1532747.25,1863536.0,0.18773691356182098,1644596.0501775658,1999523.375,0.2014366090297699,442606.5736815596,538127.375,0.05421219393610954,4575681,5563178.0,0.5604473948478699,3588802,4363316.5,0.4395705759525299,0,0,0,0.0,0.0,0.0,4469547,5434139.0,0.5474477410316467,3219177,3913921.25,0.3942974805831909,9090004.0,11051756.0,1.1133794784545898,10631777,12926266.0,1.3022218942642212,32292840.0,39262096.0,3.9553542137145996,5041721,6129796.5,0.6175298690795898,1030384,1252755.5,0.12620548903942108,3601373,4378600.5,0.4411103129386902
Colorado,5658056,6879145.0,5.628645896911621,1139323,1385205.125,1.133400797843933,172214,209380.234375,0.17131884396076202,93138,113238.5078125,0.09265387803316116,166770.913,202762.453125,0.16590404510498047,43643.46933038622,53062.3515625,0.04341661185026169,75131.653,91346.1328125,0.07474112510681152,907749.375,1103654.625,0.9030309319496155,159118.078125,193458.03125,0.15829099714756012,219483.84734906643,266851.59375,0.21834298968315125,39773.23896,48356.87109375,0.03956650197505951,461368,560937.8125,0.4589698612689972,531344,646015.625,0.5285820960998535,0,0,0,0.0,0.0,0.0,335413,407799.90625,0.3336695432662964,473975,576265.5625,0.4715113043785095,767757.625,933450.6875,0.763766884803772,978294,1189423.75,0.9732088446617126,2727787.5,3316483.0,2.713608741760254,502623,611096.1875,0.5000103712081909,184591,224428.375,0.1836315095424652,737129,896211.9375,0.7332974672317505
Connecticut,6130530,7453586.0,8.357780456542969,965043,1173313.0,1.3156476020812988,159932,194447.609375,0.21803605556488037,225217,273822.03125,0.30703940987586975,88116.157,107132.8828125,0.12012917548418045,38913.81399303996,47311.96875,0.053051386028528214,125739.101,152875.390625,0.17142070829868317,1101454.875,1339164.5,1.5016186237335205,91733.0234375,111530.3203125,0.1250600665807724,192930.8276320914,234568.046875,0.2630234956741333,40057.12787999999,48702.02734375,0.05461007356643677,286109,347855.40625,0.39005374908447266,388920,472854.46875,0.5302164554595947,0,0,0,0.0,0.0,0.0,524316,637470.875,0.7148025035858154,34713,42204.55859375,0.047324396669864655,677314.0625,823488.125,0.923385500907898,620343,754221.875,0.8457165956497192,3519152.0,4278635.0,4.7976765632629395,584645,710819.75,0.797049343585968,137109,166699.078125,0.1869213581085205,216962,263785.5,0.2957853376865387
Delaware,1264790,1537749.75,7.169197082519531,283173,344285.78125,1.6051068305969238,69758,84812.7734375,0.39540860056877136,88026,107023.265625,0.49895691871643066,20459.939,24875.486328125,0.11597287654876709,13200.569,16049.4404296875,0.07482466101646423,19314.086,23482.341796875,0.10947784781455994,226367.90625,275221.34375,1.2831190824508667,33462.5078125,40684.1953125,0.1896752119064331,57033.80894142187,69342.515625,0.32328417897224426,18711.92844,22750.228515625,0.10606463998556137,107849,131124.359375,0.6113194823265076,98120,119295.6953125,0.5561726689338684,0,0,0,0.0,0.0,0.0,92403,112344.8828125,0.5237669944763184,5806,7059.017578125,0.032910093665122986,263844.6875,320786.125,1.4955482482910156,302160,367370.4375,1.7127306461334229,623519.3125,758083.6875,3.5342886447906494,111477,135535.328125,0.631883978843689,22823,27748.529296875,0.129367396235466,53916,65551.84375,0.3056115508079529
District of Columbia,1213739,1475681.125,12.693266868591309,70369,85555.6328125,0.7359181046485901,0,0.0,0.0,0,0.0,0.0,22425.322,27265.025390625,0.2345237284898758,9931.41890579322,12074.7607421875,0.10386265814304352,66266.572,80567.84375,0.6930149793624878,502984.4375,611535.625,5.260204792022705,46379.69140625,56389.08984375,0.48503822088241577,25598.714567302224,31123.28125,0.2677110433578491,26769.78528,32547.0859375,0.2799580693244934,88386,107460.9609375,0.9243397116661072,33229,40400.29296875,0.3475084900856018,0,0,0,27841.58984375,33850.203125,0.2911670207977295,72675,88359.3046875,0.7600342631340027,0,0.0,0.0,329841.46875,401025.96875,3.4494781494140625,465360,565791.3125,4.866728782653809,1015710.5,1234915.25,10.622286796569824,359169,436682.78125,3.7561848163604736,31066,37770.484375,0.32488784193992615,95156,115692.0234375,0.9951402544975281
Florida,18583868,22594532.0,5.381471157073975,3772467,4586619.0,1.0924217700958252,1351527,1643205.75,0.39137187600135803,200311,243540.96875,0.058005571365356445,706194.109,858600.875,0.20449796319007874,171902.89032733292,209001.984375,0.049779217690229416,184194.021,223945.71875,0.05333845689892769,3396045.0,4128960.0,0.9834184646606445,747822.8125,909213.625,0.2165527045726776,1056400.8881026204,1284387.25,0.30590999126434326,484089.26832,588562.625,0.14018139243125916,3054048,3713155.0,0.8843837380409241,1596545,1941102.125,0.4623236060142517,0,0,0,0.0,0.0,0.0,873663,1062211.875,0.2529931962490082,198500,241339.125,0.05748114362359047,3537765.0,4301265.0,1.024457335472107,3606600,4384955.5,1.044390320777893,15621901.0,18993330.0,4.523751735687256,1206100,1466393.625,0.34925949573516846,398695,484739.0625,0.11545312404632568,1679018,2041374.0,0.48620593547821045
Georgia,11887844,14453410.0,5.823981761932373,2248264,2733471.5,1.1014485359191895,723573,879730.375,0.3544861376285553,521807,634420.375,0.25563880801200867,354898.025,431490.09375,0.1738683432340622,158671.97768935526,192915.65625,0.07773509621620178,117324.721,142645.0625,0.05747862905263901,1220095.25,1483409.25,0.597737729549408,553260.8125,672662.375,0.271048367023468,553477.8357584811,672926.25,0.2711547017097473,202348.776,246018.53125,0.09913282841444016,1876182,2281088.75,0.9191615581512451,948067,1152673.375,0.4644681513309479,0,0,0,0.0,0.0,0.0,502321,610729.0625,0.24609242379665375,0,0.0,0.0,2561557.5,3114378.25,1.2549344301223755,1467647,1784386.125,0.719015896320343,8276821.5,10063078.0,4.054903507232666,724257,880562.0,0.35482123494148254,125246,152275.875,0.06135935336351395,535859,651505.0,0.26252302527427673
Hawaii,1606142,1952770.375,6.209719181060791,574336,698285.875,2.2205166816711426,26217,31875.001953125,0.10136102885007858,13519,16436.59375,0.05226760357618332,32527.072,39546.87890625,0.12575723230838776,22825.08,27751.05859375,0.08824707567691803,81730.818,99369.4921875,0.3159903585910797,415694.1875,505406.90625,1.6071704626083374,64074.1171875,77902.2265625,0.2477254569530487,65042.63602119376,79079.765625,0.2514699697494507,8820.050879999999,10723.5439453125,0.03410037234425545,143818,174855.96875,0.5560338497161865,142505,173259.609375,0.5509575009346008,0,0,0,0.0,0.0,0.0,89504,108820.2421875,0.34604331851005554,16306,19825.06640625,0.0630427896976471,271668.6875,330298.65625,1.0503343343734741,446610,542994.8125,1.7266982793807983,1044909.3125,1270415.625,4.039862632751465,154920,188353.9375,0.5989567637443542,24988,30380.767578125,0.09660942852497101,164529,200036.703125,0.6361074447631836
