,PK12ed,PK12ed_real,PK12ed_realperch,highered,highered_real,highered_realperch,edsubs,edsubs_real,edsubs_realperch,edservs,edservs_real,edservs_realperch,pell,pell_real,pell_realperch,HeadStartPriv,HeadStartPriv_real,HeadStartPriv_realperch,TANFbasic,TANFbasic_real,TANFbasic_realperch,othercashserv,othercashserv_real,othercashserv_realperch,SNAP,SNAP_real,SNAP_realperch,socsec,socsec_real,socsec_realperch,fedSSI,fedSSI_real,fedSSI_realperch,fedEITC,fedEITC_real,fedEITC_realperch,CTC,CTC_real,CTC_realperch,addCC,addCC_real,addCC_realperch,stateEITC,stateEITC_real,stateEITC_realperch,unemp,unemp_real,unemp_realperch,wcomp,wcomp_real,wcomp_realperch,Medicaid_CHIP,Medicaid_CHIP_real,Medicaid_CHIP_realperch,pubhealth,pubhealth_real,pubhealth_realperch,other_health,other_health_real,other_health_realperch,HCD,HCD_real,HCD_realperch,lib,lib_real,lib_realperch,parkrec,parkrec_real,parkrec_realperch
Alabama,6104470,6998077.5,5.830137729644775,1767717,2026485.625,1.6882765293121338,295217,338432.5625,0.28195005655288696,277102,317665.78125,0.2646491527557373,241437.679,276780.71875,0.23058757185935974,89182.4828181976,102237.53125,0.08517466485500336,45868.772,52583.30859375,0.04380745068192482,690614.25,791710.375,0.6595783829689026,310930.59375,356446.40625,0.29695749282836914,416007.8528089702,476905.5,0.39731264114379883,191781.0612,219855.078125,0.18316249549388885,1221396,1400191.0,1.1665070056915283,470213,539045.5,0.4490818381309509,0,0,0,0.0,0.0,0.0,210549,241370.375,0.20108701288700104,0,0.0,0.0,1289488.625,1478251.375,1.2315394878387451,874026,1001971.0,0.8347476720809937,6014879.5,6895372.5,5.744573593139648,357749,410118.375,0.3416719138622284,86899,99619.78125,0.08299379795789719,356683,408896.3125,0.34065380692481995
Alaska,1609832,1845488.5,9.467491149902344,403888,463011.46875,2.3752825260162354,13040,14948.87109375,0.07668879628181458,61617,70636.8515625,0.3623722195625305,17331.935,19869.083984375,0.10192985087633133,12524.123,14357.4765625,0.073654904961586,37294.678,42754.08984375,0.21933160722255707,280220.3125,321240.59375,1.647987723350525,40201.2890625,46086.1875,0.2364255040884018,46345.2669402099,53129.5546875,0.2725584805011749,7010.131199999999,8036.31494140625,0.04122688248753548,70296,80586.3359375,0.41341379284858704,93384,107054.09375,0.5491952896118164,0,0,0,0.0,0.0,0.0,99124,113634.34375,0.5829524993896484,2682,3074.606689453125,0.015772957354784012,401347.84375,460099.46875,2.3603439331054688,167025,191475.09375,0.9822812080383301,845750.125,969555.9375,4.973892688751221,213355,244587.140625,1.2547498941421509,28022,32124.0234375,0.1647985875606537,66449,76176.1875,0.3907893896102905
Arizona,6826134,7825383.0,4.610432147979736,1809747,2074668.25,1.2223193645477295,317507,363985.5,0.21444706618785858,191404,219422.828125,0.12927597761154175,234017.124,268273.90625,0.15805725753307343,77928.47519457096,89336.09375,0.05263358727097511,131520.326,150773.03125,0.08883000165224075,1308999.625,1500618.625,0.8841100931167603,362826.90625,415939.625,0.24505655467510223,355561.88407549984,407611.09375,0.24014967679977417,120590.0436,138242.71875,0.08144760131835938,924466,1059794.625,0.624392569065094,658579,754985.625,0.444810152053833,0,0,0,0.0,0.0,0.0,208982,239574.0,0.14114831387996674,404605,463833.4375,0.27327385544776917,3643139.75,4176443.75,2.460609197616577,1607851,1843217.5,1.0859569311141968,2246155.25,2574960.5,1.517073392868042,430346,493342.53125,0.2906595468521118,161971,185681.25,0.10939665883779526,587459,673454.625,0.3967750370502472
Arkansas,3719097,4263520.0,5.740854263305664,868378,995496.1875,1.340441346168518,217862,249753.90625,0.33629506826400757,109994,126095.5625,0.1697884052991867,171272.586,196344.453125,0.26437893509864807,64041.95842534518,73416.7890625,0.0988561287522316,16289.812,18674.408203125,0.02514519728720188,512503.1875,587526.375,0.7911076545715332,196324.234375,225063.3125,0.3030490577220917,238982.86180921394,273966.5625,0.36889755725860596,138879.5142,159209.5,0.2143765091896057,637797,731161.4375,0.9845131039619446,275602,315946.21875,0.42542341351509094,0,0,0,0.0,0.0,0.0,265832,304746.03125,0.410342276096344,15976,18314.66015625,0.02466079592704773,1205429.375,1381887.125,1.8607189655303955,267528,306690.3125,0.4129602611064911,2689816.5,3083567.5,4.152041435241699,149664,171572.6875,0.2310236096382141,64088,73469.5703125,0.09892719984054565,139489,159908.203125,0.21531730890274048
California,57258252,65640048.0,6.640994071960449,16219253,18593522.0,1.8811604976654053,1775689,2035624.625,0.2059500366449356,1438264,1648805.375,0.1668144166469574,1722351.844,1974479.625,0.19976381957530975,521442.83030189323,597774.625,0.06047859042882919,3289760.42,3771334.5,0.38155683875083923,15100124.0,17310568.0,1.751360297203064,1649821.0,1891331.375,0.19135147333145142,1733336.0460934946,1987071.875,0.20103782415390015,499020.689431671,572070.25,0.057878006249666214,5311267,6088761.0,0.6160175800323486,3466146,3973540.5,0.4020146131515503,0,0,0,0.0,0.0,0.0,4397324,5041030.0,0.510015606880188,2230011,2556453.0,0.2586437463760376,10336200.0,11849273.0,1.1988252401351929,12370522,14181391.0,1.4347723722457886,31304212.0,35886704.0,3.6307618618011475,5537523,6348137.5,0.6422594785690308,1199529,1375123.0,0.13912518322467804,4261971,4885863.0,0.4943169057369232
Colorado,6187463,7093219.5,5.648052215576172,960246,1100812.375,0.8765336871147156,210204,240974.875,0.19187884032726288,70594,80927.9609375,0.06443975865840912,180613.611,207052.875,0.1648680865764618,43421.9410691514,49778.296875,0.03963650390505791,48180.687,55233.65625,0.043980393558740616,1004896.3125,1151998.875,0.917291522026062,161193.09375,184789.46875,0.14714060723781586,230499.57900560787,264241.4375,0.21040508151054382,46296.615,53073.78125,0.04226056858897209,529992,607575.3125,0.4837883710861206,539688,618690.625,0.49263906478881836,0,0,0,0.0,0.0,0.0,290567,333101.875,0.265235960483551,386683,443287.90625,0.35297277569770813,878251.3125,1006814.8125,0.8016871213912964,918237,1052653.875,0.8381869792938232,3349667.75,3840011.5,3.057650566101074,506578,580733.8125,0.46241554617881775,191115,219091.515625,0.1744539737701416,816985,936580.0,0.7457619309425354
Connecticut,6895387,7904773.5,8.952786445617676,918286,1052710.0,1.1922780275344849,187855,215354.296875,0.2439059317111969,265119,303928.65625,0.3442234396934509,108001.737,123811.65625,0.1402265727519989,39865.762713158074,45701.54296875,0.05176064372062683,106844.07,122484.5234375,0.1387234926223755,1221909.875,1400780.125,1.586495280265808,99959.8046875,114592.5,0.12978515028953552,202055.74776365852,231633.84375,0.2623438239097595,46065.411,52808.734375,0.059810105711221695,333361,382160.3125,0.43282705545425415,358401,410865.8125,0.4653383195400238,0,0,0,0.0,0.0,0.0,526272,603310.75,0.6832975745201111,36584,41939.37890625,0.04749969393014908,794524.1875,910831.25,1.0315890312194824,675339,774199.0625,0.876842200756073,3766461.75,4317818.0,4.890273571014404,633668,726428.0,0.8227376937866211,140162,160679.71875,0.1819826066493988,224880,257799.234375,0.29197821021080017
Delaware,1357426,1556133.875,7.121535778045654,225255,258229.125,1.1817671060562134,131153,150351.9375,0.6880748867988586,95016,108924.9921875,0.4984874427318573,26308.285,30159.443359375,0.1380225419998169,13290.49,15236.029296875,0.0697266012430191,14074.821,16135.1748046875,0.07384147495031357,293471.1875,336431.1875,1.5396533012390137,37738.16796875,43262.5,0.19798775017261505,59892.65409142674,68660.0859375,0.3142179846763611,21595.716,24757.021484375,0.11329874396324158,121774,139599.984375,0.6388693451881409,95478,109454.625,0.500911295413971,0,0,0,5400.0,6190.4833984375,0.028330305591225624,92450,105983.3671875,0.4850253164768219,5894,6756.7978515625,0.030922003090381622,317305.375,363754.375,1.6646959781646729,371612,426010.71875,1.9496076107025146,681863.625,781678.75,3.5772969722747803,110964,127207.5546875,0.5821563005447388,37052,42475.88671875,0.19438786804676056,68853,78932.1015625,0.3612271249294281
District of Columbia,1236068,1417010.75,12.505059242248535,93258,106909.6484375,0.9434730410575867,0,0.0,0.0,0,0.0,0.0,25334.086,29042.63671875,0.25630003213882446,10762.384337468862,12337.8447265625,0.10888095200061798,18677.434,21411.544921875,0.18895596265792847,903138.5625,1035345.1875,9.136877059936523,43451.46875,49812.14453125,0.4395900368690491,29443.404335896514,33753.5,0.29787319898605347,29664.711600000002,34007.203125,0.3001120984554291,91561,104964.2265625,0.9263047575950623,32618,37392.8125,0.3299899697303772,0,0,0,28841.71484375,33063.73046875,0.29178598523139954,79595,91246.578125,0.8052471280097961,0,0.0,0.0,322389.75,369583.03125,3.26155424118042,333628,382466.40625,3.3752496242523193,1061069.25,1216394.75,10.734631538391113,384413,440685.59375,3.889031410217285,43695,50091.328125,0.44205382466316223,105944,121452.6953125,1.071814775466919
Florida,22079984,25312180.0,5.914824962615967,4357306,4995153.5,1.1672427654266357,1606935,1842167.5,0.4304685890674591,564257,646856.1875,0.15115416049957275,846690.132,970633.5625,0.22681285440921783,166034.7545067349,190339.890625,0.0444776825606823,153010.752,175409.359375,0.04098879173398018,3533958.25,4051279.5,0.9466829299926758,634269.6875,727117.75,0.1699092835187912,1094471.1728496356,1254686.25,0.2931888699531555,531873.9173999999,609732.6875,0.1424793154001236,3579925,4103975.25,0.9589966535568237,1557211,1785164.625,0.4171484410762787,0,0,0,0.0,0.0,0.0,841987,965241.9375,0.22555296123027802,217133,248918.1875,0.05816597118973732,3925269.5,4499873.0,1.0515080690383911,3995918,4580863.5,1.070433497428894,16703756.0,19148948.0,4.474631309509277,1844625,2114652.0,0.49414142966270447,453009,519323.09375,0.12135285139083862,2175341,2493780.0,0.5827341675758362
