,PK12ed,PK12ed_real,PK12ed_realperch,highered,highered_real,highered_realperch,edsubs,edsubs_real,edsubs_realperch,edservs,edservs_real,edservs_realperch,pell,pell_real,pell_realperch,HeadStartPriv,HeadStartPriv_real,HeadStartPriv_realperch,TANFbasic,TANFbasic_real,TANFbasic_realperch,othercashserv,othercashserv_real,othercashserv_realperch,SNAP,SNAP_real,SNAP_realperch,socsec,socsec_real,socsec_realperch,fedSSI,fedSSI_real,fedSSI_realperch,fedEITC,fedEITC_real,fedEITC_realperch,CTC,CTC_real,CTC_realperch,addCC,addCC_real,addCC_realperch,stateEITC,stateEITC_real,stateEITC_realperch,unemp,unemp_real,unemp_realperch,wcomp,wcomp_real,wcomp_realperch,Medicaid_CHIP,Medicaid_CHIP_real,Medicaid_CHIP_realperch,pubhealth,pubhealth_real,pubhealth_realperch,other_health,other_health_real,other_health_realperch,HCD,HCD_real,HCD_realperch,lib,lib_real,lib_realperch,parkrec,parkrec_real,parkrec_realperch
Alabama,6461916,6730869.5,5.737530708312988,1934548,2015066.375,1.7176837921142578,522704,544459.625,0.46410852670669556,289544,301595.1875,0.257085919380188,497296.294,517994.40625,0.44154903292655945,101083.47868528069,105290.703125,0.0897519513964653,45889.869,47799.8671875,0.040745582431554794,634501.125,660909.875,0.5633730888366699,599939.5625,624909.8125,0.5326858758926392,492432.2266413936,512927.90625,0.4372302293777466,219429.00816,228561.9375,0.19483086466789246,1437905,1497752.5,1.27671480178833,392559,408897.8125,0.3485528528690338,501441,522311.625,0.44522911310195923,0.0,0.0,0.0,413921,431148.9375,0.36752018332481384,0,0.0,0.0,2129899.75,2218549.0,1.8911365270614624,892440,929584.5,0.7923968434333801,8257455.0,8601141.0,7.331788539886475,376529,392200.625,0.3343198299407959,90729,94505.2578125,0.08055821061134338,381045,396904.59375,0.33832958340644836
Alaska,2202551,2294224.0,11.627923011779785,501956,522848.0625,2.649975299835205,20256,21099.08203125,0.1069374606013298,104043,108373.40625,0.5492739677429199,42691.202,44468.06640625,0.2253795713186264,13620.059,14186.943359375,0.07190434634685516,38661.269,40270.40234375,0.20410436391830444,460542.75,479711.15625,2.431342363357544,81702.796875,85103.375,0.43133339285850525,53698.22510574345,55933.21484375,0.283488929271698,8771.03376,9136.095703125,0.04630490019917488,103910,108234.8671875,0.5485718250274658,80579,83932.8046875,0.4254005551338196,45554,47450.015625,0.24049313366413116,0.0,0.0,0.0,296771,309123.0,1.5667425394058228,4605,4796.666015625,0.024311166256666183,572762.125,596601.25,3.0237820148468018,280251,291915.40625,1.4795284271240234,1245081.875,1296903.875,6.573158264160156,285014,296876.65625,1.5046738386154175,41332,43052.29296875,0.21820394694805145,68251,71091.6953125,0.3603173494338989
Arizona,6675200,6953030.5,4.080330848693848,2195934,2287331.75,1.3423024415969849,1583901,1649825.0,0.9681866765022278,231106,240724.9375,0.14126752316951752,627923.715,654058.75,0.38382917642593384,85530.07444174624,89089.9453125,0.05228172615170479,-21820.495,-22728.693359375,-0.013338153250515461,1397955.5,1456140.25,0.8545243740081787,815876.9375,849834.8125,0.49871882796287537,421722.03505501477,439274.65625,0.2577848434448242,160425.36576,167102.484375,0.09806276857852936,1489323,1551310.625,0.9103743433952332,572721,596558.375,0.3500855565071106,701918,731132.75,0.4290594458580017,0.0,0.0,0.0,664539,692198.0,0.40621089935302734,151475,157779.59375,0.09259170293807983,3402405.0,3544017.5,2.0797784328460693,2104153,2191730.5,1.286199688911438,4828213.0,5029169.5,2.9513282775878906,521303,543000.3125,0.31865543127059937,162728,169500.953125,0.09947028756141663,524312,546134.5625,0.32049474120140076
Arkansas,4222408,4398150.0,5.888412952423096,1336730,1392366.5,1.8641541004180908,504925,525940.625,0.704149603843689,143805,149790.359375,0.20054511725902557,327929.996,341578.875,0.4573189914226532,70500.28657743215,73434.6015625,0.09831707924604416,13186.751,13735.6005859375,0.018389752134680748,621132.25,646984.5625,0.8662079572677612,330794.34375,344562.4375,0.46131351590156555,286298.090220127,298214.1875,0.39926066994667053,229944.45311999996,239515.046875,0.32067200541496277,789317,822169.4375,1.1007522344589233,245216,255422.21875,0.3419691324234009,291029,303142.0,0.40585821866989136,0.0,0.0,0.0,518026,539586.9375,0.7224198579788208,16152,16824.267578125,0.02252497896552086,1987188.375,2069897.75,2.771259069442749,343234,357519.84375,0.4786613881587982,3619436.5,3770082.25,5.047531604766846,166345,173268.5,0.23197856545448303,90096,93845.9140625,0.1256445348262787,177544,184933.609375,0.24759626388549805
California,57043384,59417604.0,6.117386341094971,22662600,23605848.0,2.430358648300171,4285537,4463906.5,0.4595850110054016,805553,839081.1875,0.08638826757669449,4104071.371,4274888.0,0.4401244521141052,583563.2707231493,607851.9375,0.0625818744301796,3225250.917,3359490.0,0.345878928899765,17112916.0,17825178.0,1.835205316543579,4202441.5,4377352.5,0.45067378878593445,1929157.044539134,2009451.125,0.20688462257385254,734886.5815912194,765473.5,0.07880992442369461,7670273,7989520.0,0.822567343711853,3108029,3237389.25,0.3333079516887665,3722828,3877777.0,0.39923959970474243,0.0,0.0,0.0,11866557,12360459.0,1.272580862045288,1494297,1556491.625,0.16024982929229736,21920496.0,22832856.0,2.3507747650146484,13465174,14025612.0,1.4440178871154785,48044656.0,50044336.0,5.1523542404174805,6646013,6922629.0,0.7127247452735901,1159154,1207399.5,0.1243087649345398,4581131,4771803.5,0.4912847876548767
Colorado,7011149,7302962.5,5.5881667137146,1702710,1773579.0,1.3571280241012573,362907,378011.65625,0.2892513871192932,101882,106122.4609375,0.08120402693748474,419716.297,437185.4375,0.33453068137168884,52594.35338587988,54783.3984375,0.041919805109500885,70665.383,73606.5703125,0.05632314085960388,1175362.625,1224282.75,0.9368110299110413,411764.8125,428903.0,0.3281930387020111,283337.08635918703,295129.9375,0.22583098709583282,71559.36095999999,74537.7578125,0.05703567713499069,813304,847154.8125,0.6482358574867249,503436,524389.6875,0.401258647441864,407087,424030.5,0.3244646191596985,0.0,0.0,0.0,1040083,1083372.625,0.8289877772331238,435372,453492.75,0.34700891375541687,1875324.375,1953377.875,1.4947086572647095,1266704,1319425.875,1.0096137523651123,5079799.5,5291227.5,4.048803329467773,628884,655059.0,0.5012457370758057,217017,226049.53125,0.1729712337255478,960053,1000011.6875,0.765200674533844
Connecticut,8009846,8343226.5,9.967262268066406,1151118,1199029.0,1.4324238300323486,330754,344520.40625,0.41158241033554077,295011,307289.75,0.3671046793460846,265763.187,276824.59375,0.33070939779281616,43550.40164666623,45363.02734375,0.05419308692216873,81318.858,84703.453125,0.10119125247001648,1269536.125,1322375.875,1.5797805786132812,261832.203125,272730.0,0.3258177638053894,216568.63893891216,225582.515625,0.26949286460876465,66124.5312,68876.71875,0.08228379487991333,489158,509517.40625,0.6086965799331665,277456,289004.09375,0.3452596664428711,186282,194035.296875,0.23180489242076874,132072.671875,137569.703125,0.1643480807542801,1523821,1587244.375,1.8962066173553467,30908,32194.431640625,0.03846118226647377,1174326.375,1223203.375,1.4613038301467896,797069,830244.0625,0.9918537139892578,5736813.5,5975587.0,7.138754367828369,853037,888541.5,1.061498999595642,162595,169362.421875,0.2023293673992157,248290,258624.15625,0.30896618962287903
Delaware,1674823,1744531.375,8.059146881103516,286413,298333.875,1.378201961517334,220651,229834.78125,1.0617592334747314,154278,160699.25,0.7423763871192932,68250.74,71091.421875,0.32841843366622925,14537.628,15142.703125,0.06995418667793274,12916.84,13454.4560546875,0.06215505301952362,266600.15625,277696.40625,1.2828638553619385,108113.1015625,112612.9140625,0.5202337503433228,65478.957444475716,68204.28125,0.31508079171180725,27333.311160000005,28470.958984375,0.13152624666690826,174099,181345.234375,0.8377538919448853,78232,81488.1171875,0.3764476478099823,69861,72768.703125,0.3361668884754181,29248.6328125,30466.0,0.14074265956878662,195916,204070.28125,0.9427359700202942,6266,6526.79931640625,0.030151614919304848,487181.8125,507458.96875,2.344289541244507,461177,480371.78125,2.219155788421631,1176888.25,1225871.875,5.66311502456665,133666,139229.359375,0.6431927680969238,31774,33096.4765625,0.15289457142353058,56738,59099.51171875,0.27301985025405884
District of Columbia,2006747,2090270.5,17.281246185302734,106579,111014.9609375,0.9178127646446228,0,0.0,0.0,0,0.0,0.0,49328.858,51381.98828125,0.42479899525642395,11381.982999697835,11855.7158203125,0.09801676124334335,59029.639,61486.53125,0.5083379745483398,655871.375,683169.625,5.648083686828613,88602.7578125,92290.5234375,0.7630090713500977,28272.871637395525,29449.625,0.2434738725423813,32133.138240000004,33470.5625,0.27671685814857483,128373,133716.046875,1.1054933071136475,26593,27699.8359375,0.2290075421333313,43708,45527.18359375,0.3763945996761322,46214.28125,48137.78125,0.3979776203632355,268283,279449.28125,2.310338258743286,0,0.0,0.0,441305.5625,459673.28125,3.8003346920013428,442566,460986.1875,3.8111891746520996,2177171.5,2267788.25,18.748868942260742,478232,498136.65625,4.1183295249938965,38067,39651.3984375,0.3278167247772217,148396,154572.4375,1.2779228687286377
Florida,22016268,22932614.0,5.381085395812988,5477956,5705955.5,1.3388893604278564,1772410,1846180.0,0.4332019090652466,1394435,1452473.25,0.34081950783729553,2135114.284,2223980.5,0.5218518972396851,160356.75599175596,167031.015625,0.039193443953990936,173246.361,180457.109375,0.04234384745359421,2935089.75,3057252.0,0.7173771858215332,2226622.0,2319297.0,0.5442177057266235,1296055.1702514992,1349998.75,0.3167741000652313,795827.292,828950.6875,0.19451136887073517,5352624,5575407.5,1.3082566261291504,1321741,1376753.625,0.3230520784854889,1849373,1926346.375,0.4520127475261688,0.0,0.0,0.0,2384990,2484256.5,0.5829250812530518,131253,136715.921875,0.03208007663488388,6360593.0,6625329.5,1.5546183586120605,4759260,4957346.5,1.1632299423217773,21612160.0,22511686.0,5.282315254211426,2653988,2764450.5,0.6486719846725464,490071,510468.40625,0.11978024244308472,2079388,2165934.75,0.5082316398620605
