,PK12ed,PK12ed_real,PK12ed_realperch,highered,highered_real,highered_realperch,edsubs,edsubs_real,edsubs_realperch,edservs,edservs_real,edservs_realperch,pell,pell_real,pell_realperch,HeadStartPriv,HeadStartPriv_real,HeadStartPriv_realperch,TANFbasic,TANFbasic_real,TANFbasic_realperch,othercashserv,othercashserv_real,othercashserv_realperch,SNAP,SNAP_real,SNAP_realperch,socsec,socsec_real,socsec_realperch,fedSSI,fedSSI_real,fedSSI_realperch,fedEITC,fedEITC_real,fedEITC_realperch,CTC,CTC_real,CTC_realperch,addCC,addCC_real,addCC_realperch,stateEITC,stateEITC_real,stateEITC_realperch,unemp,unemp_real,unemp_realperch,wcomp,wcomp_real,wcomp_realperch,Medicaid_CHIP,Medicaid_CHIP_real,Medicaid_CHIP_realperch,pubhealth,pubhealth_real,pubhealth_realperch,other_health,other_health_real,other_health_realperch,HCD,HCD_real,HCD_realperch,lib,lib_real,lib_realperch,parkrec,parkrec_real,parkrec_realperch
Alabama,4429788.5,5692527.0,4.830528736114502,1262603.5,1622516.375,1.3768247365951538,201320.0,258707.5,0.21953238546848297,351643.5,451881.625,0.3834548592567444,244700.419,314453.78125,0.2668372094631195,89169.69644350272,114588.0625,0.09723641723394394,46143.852,59297.44140625,0.05031824856996536,1111364.125,1428165.25,1.21190345287323,233061.90625,299497.625,0.2541458010673523,346639.60251968633,445451.34375,0.3779982924461365,158446.58544,203612.75,0.17278042435646057,980940,1260563.0,1.0696805715560913,324030,416396.75,0.35334333777427673,0,0,0,0.0,0.0,0.0,323499.0,415714.375,0.3527642786502838,0.0,0.0,0.0,976169.5,1254432.625,1.0644785165786743,1019578.0,1310215.0,1.111814022064209,5287839.0,6795170.0,5.766202449798584,339318.5,436043.3125,0.37001490592956543,69664.0,89522.1484375,0.07596614211797714,301286.5,387170.0625,0.3285423517227173
Alaska,1287792.0,1654885.0,8.377128601074219,332058.0,426713.1875,2.160048246383667,10164.5,13061.953125,0.06612040102481842,65727.0,84462.8828125,0.42755624651908875,14666.092,18846.751953125,0.09540340304374695,9996.223909420967,12845.708984375,0.06502576172351837,50183.123,64488.12890625,0.3264428377151489,294841.375,378887.71875,1.9179526567459106,33784.37890625,43414.82421875,0.2197684794664383,39482.63538611926,50737.40234375,0.25683581829071045,5616.72384,7217.8056640625,0.03653697296977043,57882,74381.6171875,0.37652426958084106,61461,78980.8359375,0.39980578422546387,0,0,0,0.0,0.0,0.0,217085.5,278967.0625,1.4121482372283936,2916.0,3747.2236328125,0.018968673422932625,360665.28125,463475.125,2.3461391925811768,150060.0,192835.53125,0.9761452078819275,552249.75,709671.9375,3.592402458190918,133918.0,172092.140625,0.8711408972740173,23728.5,30492.455078125,0.15435466170310974,55328.0,71099.5859375,0.35991042852401733
Arizona,5087547.5,6537784.0,4.268263339996338,1510305.0,1940826.75,1.2670897245407104,190282.0,244523.046875,0.15963952243328094,156672.0,201332.3125,0.13144198060035706,217611.619,279643.15625,0.18256805837154388,73552.33801223338,94518.8828125,0.06170767545700073,175362.38,225350.5,0.14712251722812653,769174.625,988432.5625,0.6453089118003845,278179.75,357476.59375,0.2333824634552002,278812.330898919,358289.5,0.23391318321228027,89122.49567999999,114527.4140625,0.07477046549320221,709960,912338.4375,0.5956300497055054,433071,556520.5625,0.3633304834365845,0,0,0,0.0,0.0,0.0,358651.5,460887.3125,0.3008952736854553,225939.5,290344.9375,0.1895548403263092,1985946.625,2552053.0,1.6661354303359985,1171008.5,1504811.625,0.9824326038360596,1991896.875,2559699.25,1.671127438545227,300656.0,386359.84375,0.2522391974925995,125315.0,161036.8125,0.10513462871313095,451303.5,579950.3125,0.37862685322761536
Arkansas,2742677.5,3524494.5,4.905807971954346,728619.5,936316.9375,1.3032766580581665,174559.0,224318.109375,0.31223246455192566,196729.0,252807.8125,0.3518877923488617,151793.041,195062.578125,0.27151116728782654,62012.9339980374,79690.1015625,0.11092210561037064,22028.084,28307.32421875,0.03940148279070854,529869.4375,680912.0,0.947773814201355,150648.21875,193591.421875,0.2694634199142456,184597.0922333775,237217.625,0.33018752932548523,87234.3648,112101.0546875,0.15603549778461456,528519,679176.5625,0.9453582763671875,180821,232365.140625,0.3234332799911499,0,0,0,0.0,0.0,0.0,319256.0,410261.875,0.5710510015487671,12485.5,16044.568359375,0.022332727909088135,844820.6875,1085642.0,1.511124849319458,316739.5,407028.03125,0.5665497183799744,2071343.25,2661792.25,3.7049973011016846,140250.0,180229.125,0.2508642077445984,55611.0,71463.2578125,0.09947101026773453,126825.0,162977.25,0.22685100138187408
California,47133896.0,60569704.0,6.108567714691162,12721799.0,16348226.0,1.6487491130828857,1959361.0,2517889.0,0.2539338171482086,1353550.5,1739388.375,0.17542056739330292,1477657.63,1898873.0,0.19150488078594208,525065.6233762781,674738.8125,0.06804867088794708,3119315.877,4008496.0,0.40426430106163025,12347304.0,15866979.0,1.6002144813537598,1218583.375,1565948.0,0.15792877972126007,1494377.6130259193,1920359.125,0.1936717927455902,403252.7545419185,518202.4375,0.05226168408989906,4382294,5631494.0,0.5679466724395752,2678002,3441383.0,0.3470698893070221,0,0,0,0.0,0.0,0.0,5484378.5,7047734.5,0.7107771635055542,2213125.0,2843989.75,0.2868216633796692,8497094.0,10919243.0,1.1012259721755981,10380338.0,13339317.0,1.3452949523925781,25191428.0,32372400.0,3.264816999435425,4019586.5,5165394.5,0.5209396481513977,942902.0,1211682.0,0.1222003921866417,3229401.5,4149962.25,0.4185314476490021
Colorado,5098218.0,6551496.5,5.4135966300964355,1152477.0,1480997.625,1.2237697839736938,154784.5,198906.765625,0.16435953974723816,113125.0,145371.96875,0.12012296169996262,164210.758,211020.046875,0.17436891794204712,40700.684610715565,52302.6640625,0.043218448758125305,50722.851,65181.7109375,0.05386058986186981,965882.625,1241213.375,1.025632619857788,105315.6953125,135336.578125,0.11183057725429535,195387.8792903308,251084.390625,0.20747466385364532,35902.322400000005,46136.5,0.03812325745820999,425764,547130.625,0.4521019458770752,373978,480582.71875,0.3971124589443207,0,0,0,0.0,0.0,0.0,559510.5,719002.375,0.594122052192688,422227.0,542585.375,0.4483461380004883,718044.5625,922727.5625,0.7624631524085999,962572.5,1236959.75,1.0221177339553833,2393202.0,3075399.0,2.5412466526031494,426595.0,548198.5,0.45298436284065247,164359.5,211211.1875,0.1745268553495407,699165.5,898466.9375,0.742416262626648
Connecticut,5616506.0,7217525.5,8.033406257629395,880821.0,1131904.375,1.2598567008972168,132549.5,170333.546875,0.18958832323551178,186657.5,239865.359375,0.2669801414012909,80754.29,103773.796875,0.11550455540418625,39521.982189179835,50787.96484375,0.05652911961078644,133433.527,171469.578125,0.19085277616977692,912707.0,1172879.75,1.3054640293121338,74514.078125,95754.7734375,0.10657905042171478,174862.0096999809,224707.5,0.2501088082790375,35748.017159999996,45938.20703125,0.05113113671541214,262708,337594.53125,0.37575677037239075,283409,364196.46875,0.40536582469940186,0,0,0,0.0,0.0,0.0,720901.0,926398.25,1.0311198234558105,68248.0,87702.5078125,0.0976165384054184,568097.125,730036.6875,0.8125612139701843,580135.5,745506.6875,0.8297799825668335,3393068.5,4360283.5,4.853177070617676,466470.5,599440.75,0.6672025322914124,125249.5,160952.640625,0.17914699018001556,246471.0,316729.0625,0.35253262519836426
Delaware,1104904.5,1419864.375,6.744654178619385,287460.0,369402.25,1.7547383308410645,61911.0,79559.109375,0.37792250514030457,61118.5,78540.703125,0.3730848431587219,21219.466,27268.205078125,0.1295296996831894,12536.909,16110.6318359375,0.0765288844704628,20064.79,25784.380859375,0.12248122692108154,186976.703125,240275.5625,1.1413594484329224,25329.400390625,32549.701171875,0.15461792051792145,50113.62986830465,64398.828125,0.3059079647064209,16197.667200000002,20814.912109375,0.09887520968914032,97001,124651.734375,0.592121958732605,68869,88500.53125,0.4203961193561554,0,0,0,0.0,0.0,0.0,113664.5,146065.265625,0.693840742111206,5462.5,7019.619140625,0.03334466740489006,219520.5,282096.15625,1.3400160074234009,268216.5,344673.25,1.6372703313827515,451963.0,580797.8125,2.758911609649658,104067.5,133732.578125,0.6352578401565552,21770.0,27975.671875,0.13289032876491547,54308.5,69789.46875,0.3315146565437317
District of Columbia,1074550.5,1380857.75,11.45493221282959,68326.0,87802.7421875,0.7283693552017212,0.0,0.0,0.0,0.0,0.0,0.0,21733.891,27929.26953125,0.23168779909610748,10464.466566629111,13447.4267578125,0.11155339330434799,67565.242,86825.1328125,0.7202596068382263,466655.25,599678.1875,4.974642276763916,40371.03125,51879.04296875,0.43036362528800964,22727.151564621247,29205.666015625,0.2422761768102646,22834.2138,29343.24609375,0.24341747164726257,87017,111821.7265625,0.9276193380355835,26585,34163.21875,0.28340163826942444,0,0,0,19578.82421875,25159.888671875,0.2087143510580063,126664.0,162770.34375,1.350264549255371,0.0,0.0,0.0,273675.75,351688.6875,2.917440414428711,411156.5,528359.1875,4.38301420211792,935154.25,1201725.75,9.968939781188965,177900.5,228612.125,1.8964563608169556,27321.0,35109.01953125,0.29124754667282104,69377.5,89153.984375,0.7395786046981812
Florida,15942330.0,20486790.0,5.0696234703063965,3348685.5,4303249.0,1.0648741722106934,930843.0,1196185.5,0.29600587487220764,360722.5,463548.65625,0.11470890045166016,740926.846,952132.5625,0.23561298847198486,162958.1250301835,209410.34375,0.0518203005194664,250566.624,321992.1875,0.07967960089445114,2541625.5,3266131.5,0.8082309365272522,455434.0,585258.25,0.14482693374156952,972716.1501769633,1249994.875,0.30932143330574036,436810.09284000006,561325.5,0.13890458643436432,2807471,3607757.75,0.8927691578865051,1138005,1462400.375,0.36188292503356934,0,0,0,0.0,0.0,0.0,1279265.0,1643927.375,0.4068032503128052,110381.5,141846.421875,0.03510105609893799,3120794.0,4010395.5,0.992405116558075,3239752.5,4163263.75,1.03023362159729,12699228.0,16319221.0,4.038324356079102,1126139.0,1447151.875,0.35810956358909607,345685.0,444224.625,0.10992701351642609,1447259.0,1859809.125,0.4602249562740326
