county_code,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,students_arrested,students_referred_law_enforce,exp_current_supp_serve_total,exp_current_other,exp_current_food_serv,enrollment_fall_responsible,enrollment_fall_school,salaries_total,rev_fed_total,salaries_food_service,benefits_supp_sch_admin,exp_current_sch_admin,rev_fed_child_nutrition_act,salaries_supp_bco,rev_total,exp_current_elsec_total,salaries_teachers_regular_prog,rev_state_total,exp_total,salaries_supp_sch_admin,exp_current_bco,rev_state_gen_formula_assist,salaries_supp_operation_plant,exp_current_operation_plant,salaries_instruction,rev_fed_state_title_i,exp_current_instruction_total,rev_fed_state_idea,benefits_employee_total,benefits_supp_bco,debt_longterm_outstand_beg_fy,debt_longterm_outstand_end_fy,rev_local_total,benefits_supp_operation_plant,rev_fed_nonspec,payments_private_schools,salaries_teachers_vocational,payments_charter_schools,rev_state_bilingual_ed,rev_state_gifted_talented,exp_utilities_energy,rev_state_vocational_ed,rev_local_dist_activ_receipts,assets_sinking_fund,incar_rate
20183,108.0,48.0,0.0,66.0,0.0,12.0,0.0,12.0,36.0,2596000,479000,479000,617,617,4334000,445000.0,182000,75000.0,434000,222000,47000.0,9251000.0,8130000,2322000,6261000.0,8693000,347000,64000.0,5150000.0,340000,931000,2811000,101000,5055000,0,1145000,12000.0,0,0,2545000,82000,0,0.0,181000,0.0,0,0,253000,0,89000,0,0.0
20185,352.0,360.0,116.0,0.0,0.0,12.0,0.0,0.0,20.0,3773000,611000,611000,884,840,6178000,788000.0,214000,122000.0,645000,345000,140000.0,12973000.0,11776000,3357000,8166000.0,13018000,493000,414000.0,6570000.0,370000,1063000,3983000,211000,7392000,0,1757000,269000.0,590000,295000,4019000,92000,0,104000.0,361000,0.0,0,0,335000,0,98000,396000,0.0
20187,96.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1890000,254000,254000,451,451,2991000,382000.0,100000,118000.0,488000,165000,0.0,6160000.0,5420000,1664000,3826000.0,6224000,263000,0.0,3301000.0,198000,761000,2106000,146000,3276000,0,855000,0.0,0,0,1952000,96000,0,0.0,67000,0.0,0,0,231000,0,90000,0,0.0
20189,328.0,68.0,56.0,0.0,32.0,0.0,0.0,0.0,0.0,5069000,452000,452000,1333,1333,7986000,1120000.0,230000,136000.0,848000,506000,193000.0,19621000.0,14785000,4463000,10364000.0,15951000,639000,243000.0,8857000.0,559000,1980000,5340000,400000,9264000,0,2678000,36000.0,16655000,15075000,8137000,235000,0,3000.0,84000,0.0,0,0,449000,0,18000,1887000,0.05924935289042278
20191,976.0,480.0,300.0,0.0,0.0,0.0,0.0,24.0,60.0,12873000,1525000,1525000,3891,3800,23243000,2490000.0,482000,427000.0,2289000,979000,312000.0,48943000.0,39766000,12993000,36733000.0,52248000,1818000,441000.0,27682000.0,959000,3433000,16262000,674000,25368000,0,5042000,55000.0,54839000,52035000,9720000,292000,0,12000.0,943000,0.0,0,0,1343000,0,514000,3669000,0.018463444857496902
20193,238.0,118.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3584000,555000,555000,1048,1048,5648000,536000.0,190000,168000.0,656000,221000,155000.0,13946000.0,10667000,3014000,8234000.0,11560000,430000,236000.0,6980000.0,391000,1116000,3634000,137000,6528000,0,2309000,53000.0,0,0,5176000,168000,0,0.0,186000,0.0,0,0,299000,0,353000,0,0.022354356636271527
20195,54.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291000,225000,225000,396,396,2668000,161000.0,80000,49000.0,260000,91000,59000.0,5161000.0,4594000,1422000,3267000.0,4995000,193000,75000.0,2578000.0,115000,377000,1871000,45000,3078000,0,760000,16000.0,1455000,1275000,1733000,42000,0,8000.0,77000,0.0,0,0,122000,0,17000,358000,0.0
20197,84.0,102.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,4404000,566000,566000,917,917,6786000,599000.0,205000,163000.0,850000,225000,71000.0,14328000.0,11925000,3004000,9121000.0,12938000,624000,234000.0,7178000.0,346000,1331000,4389000,111000,6955000,0,1825000,13000.0,8085000,7280000,4608000,109000,0,0.0,431000,0.0,0,0,445000,0,158000,1762000,0.013635967460778617
20199,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470000,198000,198000,275,275,2313000,136000.0,73000,54000.0,202000,63000,1000.0,4439000.0,4353000,1459000,2795000.0,4508000,118000,31000.0,2311000.0,108000,494000,1643000,50000,2685000,0,726000,30000.0,0,0,1508000,57000,0,0.0,0,0.0,0,0,108000,0,41000,235000,0.0
20201,116.0,80.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2749000,464000,464000,803,802,4428000,386000.0,124000,86000.0,415000,203000,70000.0,10569000.0,8746000,2527000,6403000.0,9633000,317000,133000.0,5265000.0,228000,982000,2961000,131000,5533000,0,1508000,31000.0,1195000,975000,3780000,77000,0,0.0,258000,0.0,0,0,281000,0,124000,340000,0.044551005747126435
20203,48.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1904000,246000,246000,422,422,2966000,283000.0,74000,72000.0,311000,138000,134000.0,5922000.0,5158000,1561000,3615000.0,5853000,228000,182000.0,3135000.0,275000,709000,1945000,105000,3008000,0,929000,44000.0,3780000,3605000,2024000,107000,0,0.0,50000,0.0,0,0,208000,0,30000,345000,0.0
20205,858.0,348.0,276.0,12.0,0.0,0.0,0.0,0.0,0.0,5890000,1081000,1081000,1646,1641,9474000,1229000.0,332000,292000.0,1339000,656000,115000.0,20560000.0,17992000,5187000,14968000.0,24101000,981000,203000.0,12439000.0,679000,1978000,5938000,354000,11021000,0,3091000,56000.0,8945000,8505000,4363000,242000,0,0.0,281000,0.0,0,0,492000,0,302000,497000,0.03202870705244123
20207,162.0,78.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1695000,316000,316000,491,491,2931000,506000.0,90000,77000.0,325000,220000,63000.0,5964000.0,5614000,1553000,4316000.0,5848000,240000,85000.0,3538000.0,127000,497000,1944000,107000,3603000,0,892000,22000.0,0,0,1142000,55000,0,0.0,189000,0.0,0,0,153000,0,54000,0,0.06760178117048346
20209,17412.0,13374.0,9958.0,60.0,4584.0,48.0,0.0,0.0,48.0,132225000,19672000,19672000,31235,29865,190800000,44526000.0,5246000,2891000.0,17587000,16909000,6078000.0,383234000.0,329127000,84199000,275261000.0,362260000,14364000,11882000.0,219470000.0,16348000,46641000,116761000,17200000,177230000,0,53772000,1264000.0,160040000,159220000,63447000,3360000,0,0.0,2862000,0.0,0,0,8899000,0,982000,24778000,0.0026403877142438595
21001,1476.0,834.0,372.0,0.0,12.0,0.0,0.0,0.0,422.0,8141000,1819000,1819000,2689,2689,14898000,4447000.0,510000,315000.0,1065000,1605000,261000.0,30303000.0,25540000,7294000,20687000.0,29096000,741000,512000.0,12050000.0,560000,2302000,10555000,1604000,15580000,591000,6526000,106000.0,27235000,26687000,5169000,347000,0,0.0,2000,0.0,0,0,505000,21000,0,0,0.025728297161936562
21003,1660.0,486.0,48.0,12.0,12.0,12.0,0.0,0.0,12.0,9156000,1774000,1774000,3071,3071,16323000,3649000.0,594000,455000.0,1466000,1509000,369000.0,31613000.0,27381000,7788000,21798000.0,29500000,1008000,668000.0,13081000.0,731000,2429000,10927000,1020000,16451000,595000,6959000,171000.0,35975000,34510000,6166000,351000,0,0.0,0,0.0,0,0,799000,0,0,3706000,0.03529161427604217
21005,2190.0,360.0,170.0,0.0,0.0,0.0,0.0,0.0,24.0,10029000,1868000,1868000,3811,3811,19320000,3751000.0,562000,515000.0,1708000,1012000,243000.0,38072000.0,32135000,9993000,22165000.0,34406000,1187000,459000.0,14000000.0,904000,2464000,13575000,581000,20238000,1279000,8026000,100000.0,46666000,44281000,12156000,419000,0,0.0,5000,0.0,0,0,630000,31000,0,1459000,0.017762094011237493
21007,1368.0,108.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,5208000,1024000,1024000,1371,1371,7608000,2006000.0,276000,271000.0,910000,769000,272000.0,16599000.0,13129000,3490000,10202000.0,15114000,605000,495000.0,4571000.0,369000,1363000,4719000,264000,6897000,443000,3185000,136000.0,14589000,16257000,4391000,235000,68000,0.0,0,0.0,0,0,497000,0,78000,6000,0.1350012171372931
21009,4678.0,1132.0,420.0,0.0,1400.0,0.0,0.0,0.0,24.0,24695000,6057000,6013000,8194,8194,46932000,13379000.0,1636000,1198000.0,4230000,4523000,639000.0,92027000.0,79639000,21288000,55260000.0,87821000,2862000,1357000.0,31359000.0,1785000,6646000,32972000,3480000,48887000,1565000,19394000,370000.0,73562000,72486000,23388000,767000,0,0.0,287000,0.0,0,0,1784000,27000,0,1325000,0.011184409860900702
21011,2022.0,528.0,108.0,0.0,0.0,0.0,12.0,0.0,12.0,7121000,1582000,1582000,2135,2135,11738000,3308000.0,387000,330000.0,1099000,1425000,226000.0,23370000.0,19726000,5600000,16575000.0,21470000,769000,387000.0,9731000.0,445000,1503000,7486000,878000,11023000,445000,4935000,103000.0,19708000,18192000,3487000,208000,19000,0.0,2000,0.0,0,0,465000,7000,70000,0,0.05856569133677567
21013,588.0,774.0,210.0,0.0,24.0,0.0,126.0,0.0,24.0,18126000,3630000,3630000,4846,4846,26834000,8906000.0,1096000,509000.0,2003000,3211000,402000.0,54022000.0,46014000,11895000,35941000.0,59399000,1469000,2653000.0,21813000.0,1184000,4059000,17409000,3033000,24258000,1104000,11342000,1938000.0,49838000,46965000,9175000,491000,130000,0.0,0,0.0,0,0,1210000,16000,0,0,0.06361834179109926
21015,2862.0,3252.0,1952.0,0.0,204.0,0.0,0.0,160.0,716.0,73283000,9646000,9646000,22175,22175,124518000,13540000.0,3171000,3180000.0,12298000,4716000,2652000.0,240680000.0,201384000,60133000,107803000.0,226487000,8839000,4230000.0,61060000.0,5889000,16264000,80901000,2537000,118455000,3319000,48152000,905000.0,198849000,229922000,119337000,2733000,0,0.0,15000,0.0,0,0,4204000,38000,1889000,81000,0.00455859112175124
21017,650.0,372.0,464.0,0.0,0.0,0.0,0.0,0.0,48.0,13178000,2048000,2048000,3638,3638,20933000,5950000.0,590000,613000.0,2070000,1804000,515000.0,38798000.0,35696000,9426000,22579000.0,38276000,1438000,880000.0,12869000.0,837000,3876000,13928000,1246000,20470000,728000,8462000,234000.0,22702000,28246000,10269000,442000,0,0.0,0,0.0,0,0,909000,41000,70000,203000,0.020118422356555345
21019,1404.0,762.0,414.0,0.0,0.0,0.0,12.0,0.0,24.0,26957000,4560000,4560000,7394,7394,43145000,12175000.0,1313000,988000.0,3499000,3709000,673000.0,83523000.0,74278000,18610000,48448000.0,92925000,2429000,1420000.0,27678000.0,2326000,8360000,28878000,2522000,42761000,2218000,17834000,269000.0,80597000,101219000,22900000,1138000,0,0.0,625000,0.0,0,0,2442000,14000,48000,57000,0.01893992495773719
21021,1708.0,932.0,342.0,0.0,24.0,0.0,0.0,0.0,108.0,16853000,3150000,3150000,4693,4693,29168000,4519000.0,906000,544000.0,2318000,1875000,714000.0,54941000.0,46310000,11459000,30881000.0,55675000,1768000,1243000.0,16979000.0,1211000,3431000,17044000,1162000,26307000,875000,11786000,242000.0,28351000,40164000,19541000,430000,0,0.0,4000,0.0,0,0,970000,35000,231000,441000,0.0293750419998656
21023,8.0,24.0,60.0,0.0,0.0,0.0,0.0,0.0,12.0,4857000,1065000,1065000,1578,1578,8160000,1730000.0,292000,223000.0,858000,781000,149000.0,16407000.0,14006000,4111000,11405000.0,15808000,554000,319000.0,6666000.0,290000,997000,5272000,358000,8084000,331000,3372000,68000.0,6182000,6335000,3272000,150000,0,0.0,0,0.0,0,0,342000,33000,368000,0,0.12178450772200773
21025,0.0,72.0,114.0,0.0,0.0,0.0,0.0,0.0,12.0,9952000,1965000,1965000,2395,2395,14634000,5125000.0,532000,340000.0,1220000,1541000,211000.0,27860000.0,25304000,5928000,19086000.0,31463000,836000,413000.0,11604000.0,744000,2371000,8867000,1360000,13387000,676000,6217000,85000.0,16888000,16698000,3649000,376000,0,0.0,1000,0.0,0,0,727000,2000,39000,0,0.025752861096566687
21027,2406.0,440.0,162.0,24.0,12.0,24.0,0.0,0.0,24.0,11683000,2454000,2454000,3268,3268,18898000,5036000.0,670000,483000.0,1880000,1750000,723000.0,34901000.0,31569000,8720000,21380000.0,41173000,1121000,1274000.0,12632000.0,777000,2605000,12191000,933000,17432000,742000,7951000,360000.0,15559000,30366000,8485000,484000,0,0.0,58000,0.0,0,0,847000,11000,53000,356000,0.03240406264071646
21029,8226.0,1488.0,3186.0,0.0,0.0,0.0,0.0,12.0,108.0,35973000,7226000,7226000,13381,13381,72519000,10113000.0,2405000,1979000.0,7777000,3934000,761000.0,135759000.0,115140000,34164000,75057000.0,138330000,5040000,1784000.0,45232000.0,2449000,7456000,50667000,2149000,71941000,2708000,28937000,570000.0,148868000,169438000,50589000,1101000,0,0.0,1000,0.0,0,0,2410000,24000,635000,0,0.006681915218054286
21031,2412.0,564.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,6756000,1555000,1555000,2216,2216,11693000,2934000.0,461000,283000.0,894000,1221000,299000.0,23118000.0,20620000,5415000,16945000.0,24057000,611000,488000.0,10165000.0,449000,1723000,7817000,605000,12309000,490000,5206000,120000.0,14962000,16548000,3239000,249000,0,0.0,1000,0.0,0,0,486000,20000,0,56000,0.07951939689021517
21033,1110.0,450.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,6619000,1145000,1145000,2060,2060,10477000,2013000.0,355000,304000.0,1031000,672000,298000.0,19005000.0,17799000,5074000,13163000.0,19152000,701000,558000.0,8442000.0,577000,2011000,6883000,707000,10035000,376000,4533000,158000.0,8573000,8105000,3829000,323000,0,0.0,2000,0.0,0,0,614000,0,15000,0,0.0727391781681305
21035,2280.0,626.0,240.0,0.0,164.0,0.0,0.0,0.0,174.0,13895000,3412000,3412000,4942,4942,27799000,8065000.0,974000,652000.0,2252000,2183000,520000.0,52155000.0,47002000,13468000,28667000.0,49325000,1461000,938000.0,15709000.0,1122000,3604000,19691000,1024000,29695000,1413000,12356000,230000.0,27386000,25666000,15423000,529000,297000,0.0,3000,0.0,0,0,1150000,14000,263000,1800000,0.008840343525272906
21037,3034.0,3502.0,1702.0,0.0,120.0,24.0,0.0,36.0,372.0,47018000,6484000,6484000,11855,11855,73038000,14209000.0,2135000,1925000.0,7201000,3820000,2147000.0,144959000.0,122272000,33744000,68325000.0,145966000,5060000,4059000.0,35859000.0,3663000,12350000,47212000,3359000,68770000,2743000,28861000,1019000.0,120912000,136161000,62425000,1801000,0,0.0,275000,0.0,0,0,2703000,43000,1171000,0,0.011586600685192234
21039,0.0,114.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2787000,531000,531000,792,792,4469000,1070000.0,146000,122000.0,401000,369000,127000.0,9346000.0,7713000,1982000,6114000.0,9574000,276000,238000.0,3249000.0,180000,538000,2835000,233000,4395000,178000,1934000,25000.0,8541000,18981000,2162000,47000,0,0.0,133000,0.0,0,0,197000,17000,27000,27000,0.13165156507413509
21041,1416.0,378.0,156.0,0.0,0.0,0.0,0.0,0.0,24.0,8346000,1452000,1452000,2084,2084,13431000,4640000.0,453000,393000.0,1510000,1147000,401000.0,26389000.0,23532000,5792000,13220000.0,30682000,968000,680000.0,7272000.0,647000,2039000,8798000,611000,13734000,386000,5485000,164000.0,13245000,12000000,8529000,298000,0,0.0,1000,0.0,0,0,450000,0,118000,0,0.1444158878504673
21043,1734.0,1056.0,420.0,0.0,36.0,36.0,42.0,0.0,42.0,14353000,2885000,2885000,4669,4669,25476000,6066000.0,866000,581000.0,2452000,2541000,350000.0,48288000.0,42841000,11523000,35804000.0,48387000,1554000,718000.0,21570000.0,1234000,4037000,17296000,1598000,25603000,1062000,11120000,171000.0,38267000,35705000,6418000,660000,0,0.0,329000,0.0,0,0,1272000,38000,100000,1349000,0.026239113799511715
21045,1880.0,492.0,282.0,0.0,12.0,12.0,0.0,0.0,24.0,7692000,1796000,1796000,2339,2339,13274000,4197000.0,504000,328000.0,1071000,1489000,282000.0,27343000.0,22788000,6364000,19239000.0,24943000,687000,529000.0,10592000.0,668000,2107000,8841000,1333000,13300000,536000,6003000,124000.0,17155000,15360000,3907000,360000,15000,0.0,0,0.0,0,0,519000,0,5000,1000,0.05931728693001397
21047,9668.0,2372.0,1140.0,0.0,762.0,0.0,0.0,348.0,432.0,29395000,5928000,5928000,8990,8990,50071000,14323000.0,1794000,1171000.0,4274000,5077000,1152000.0,93640000.0,84650000,22900000,58147000.0,95233000,3067000,2956000.0,34024000.0,2473000,8495000,33326000,4005000,49327000,2459000,21098000,1282000.0,73560000,71495000,21170000,1481000,884000,0.0,168000,0.0,0,0,2280000,18000,214000,9023000,0.007550953454992823
21049,3990.0,1170.0,428.0,0.0,12.0,24.0,0.0,0.0,24.0,16179000,3695000,3695000,5548,5548,29761000,6175000.0,1004000,603000.0,2100000,2168000,743000.0,62073000.0,49872000,13783000,33002000.0,64568000,1497000,1305000.0,18327000.0,1283000,4039000,20665000,1525000,29998000,1179000,12675000,357000.0,71882000,68256000,22896000,717000,0,0.0,0,0.0,0,0,1237000,0,50000,0,0.012177154870357393
21051,2708.0,698.0,288.0,36.0,0.0,36.0,0.0,0.0,66.0,12884000,2378000,2378000,3372,3372,20750000,6443000.0,800000,506000.0,1686000,1901000,231000.0,38221000.0,34284000,8841000,25988000.0,35888000,1069000,494000.0,16244000.0,905000,2826000,13147000,2259000,19022000,1054000,9250000,148000.0,13464000,12359000,5790000,558000,0,0.0,55000,0.0,0,0,830000,21000,20000,0,0.017503096712720344
21053,954.0,240.0,120.0,0.0,0.0,0.0,218.0,0.0,0.0,5471000,1298000,1298000,1773,1773,10563000,3227000.0,398000,347000.0,1065000,1167000,112000.0,20067000.0,17781000,5237000,13204000.0,18928000,718000,221000.0,7817000.0,442000,1421000,7244000,899000,11012000,359000,4522000,45000.0,9325000,8700000,3636000,211000,250000,0.0,0,0.0,0,0,399000,14000,0,0,0.06597212680341545
21055,938.0,90.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,5193000,773000,773000,1419,1419,7177000,1810000.0,231000,276000.0,933000,467000,99000.0,14028000.0,12299000,3106000,9324000.0,12931000,604000,242000.0,5471000.0,390000,1125000,4187000,555000,6333000,305000,3116000,44000.0,8187000,7624000,2894000,185000,12000,0.0,108000,0.0,0,0,270000,13000,53000,0,0.08298942087468644
21057,240.0,192.0,114.0,0.0,90.0,0.0,0.0,0.0,12.0,3163000,688000,688000,931,931,5601000,2058000.0,210000,44000.0,559000,616000,194000.0,11222000.0,9555000,2406000,6888000.0,10424000,515000,292000.0,4000000.0,204000,661000,3352000,474000,5704000,270000,2445000,27000.0,10928000,11537000,2276000,49000,0,0.0,0,0.0,0,0,264000,20000,0,7000,0.08668396855998814
21059,10884.0,3342.0,1632.0,12.0,12.0,24.0,0.0,290.0,254.0,52440000,11331000,11331000,16964,16964,97193000,18623000.0,3300000,2833000.0,10068000,7567000,1693000.0,178607000.0,160630000,47496000,102581000.0,185296000,6634000,3662000.0,60510000.0,4607000,13298000,65984000,3716000,96859000,3448000,39611000,913000.0,94976000,101471000,57403000,2810000,0,0.0,19000,0.0,0,0,2357000,13000,520000,0,0.006540413429941011
21061,1134.0,392.0,138.0,0.0,102.0,0.0,0.0,0.0,84.0,6351000,1397000,1397000,1959,1959,10726000,2331000.0,427000,237000.0,805000,1001000,272000.0,19701000.0,18235000,4960000,13645000.0,18987000,568000,440000.0,8015000.0,574000,1789000,6878000,526000,10487000,374000,4808000,106000.0,7894000,6905000,3725000,258000,0,0.0,0,0.0,0,0,544000,0,121000,0,0.06434347644852022
21063,608.0,338.0,92.0,0.0,24.0,24.0,0.0,0.0,0.0,3413000,811000,811000,1064,1064,5906000,1721000.0,220000,135000.0,434000,669000,257000.0,12423000.0,10314000,2973000,9354000.0,11097000,299000,391000.0,5390000.0,206000,903000,3960000,480000,6090000,292000,2586000,27000.0,12736000,11939000,1348000,125000,0,0.0,0,0.0,0,0,317000,10000,6000,0,0.04455484896661367
21065,1580.0,348.0,168.0,0.0,0.0,0.0,0.0,12.0,12.0,8947000,1657000,1657000,2518,2518,13986000,4054000.0,554000,372000.0,1177000,1347000,273000.0,26604000.0,22828000,6123000,19194000.0,26077000,764000,495000.0,11361000.0,606000,1778000,8356000,1276000,12224000,592000,5745000,107000.0,22212000,21020000,3356000,292000,0,0.0,249000,0.0,0,0,561000,26000,0,398000,0.07156708631842527
21067,28576.0,2396.0,9114.0,0.0,92.0,0.0,0.0,72.0,2514.0,153843000,21378000,21378000,40837,40837,286624000,38703000.0,7346000,5190000.0,26151000,16195000,8436000.0,515360000.0,450738000,133950000,199356000.0,544773000,19941000,21591000.0,97889000.0,14081000,37405000,188322000,10824000,275517000,7458000,107038000,4794000.0,440310000,417333000,277301000,5530000,152000,0.0,19000,0.0,0,0,10196000,157000,1348000,288000,0.0013633774469781837
21069,1082.0,540.0,244.0,0.0,0.0,0.0,150.0,20.0,38.0,7212000,1976000,1976000,2327,2327,12201000,4625000.0,463000,338000.0,1259000,1472000,86000.0,26327000.0,21288000,6001000,17346000.0,24450000,832000,227000.0,10285000.0,600000,1810000,8121000,1149000,12100000,550000,5413000,79000.0,25955000,39168000,4356000,313000,0,0.0,5000,0.0,0,0,591000,0,0,2066000,0.05147551104403896
21071,720.0,1578.0,486.0,12.0,0.0,12.0,0.0,0.0,60.0,22358000,5426000,5426000,6052,6052,35648000,11992000.0,1355000,1354000.0,4463000,4547000,582000.0,69096000.0,61723000,16320000,43204000.0,83193000,3100000,1020000.0,26379000.0,1619000,6405000,23022000,3184000,33939000,1540000,15405000,260000.0,71985000,69615000,13900000,951000,162000,0.0,1000,0.0,0,0,1538000,31000,161000,0,0.014558412148661251
21073,4892.0,2036.0,1332.0,0.0,0.0,0.0,0.0,12.0,12.0,24058000,3653000,3653000,7162,7162,39975000,6272000.0,1232000,1337000.0,4513000,2362000,617000.0,79737000.0,66710000,17341000,43756000.0,73418000,2880000,1266000.0,22863000.0,1952000,5806000,25876000,1715000,38999000,1531000,16246000,232000.0,63800000,59875000,29709000,939000,0,0.0,765000,0.0,0,0,1456000,31000,5000,0,0.007544714148834238
21075,648.0,270.0,96.0,0.0,12.0,12.0,114.0,12.0,12.0,3753000,793000,793000,967,967,6153000,2172000.0,231000,155000.0,492000,692000,193000.0,12062000.0,10937000,2649000,6950000.0,14242000,336000,454000.0,3800000.0,231000,1035000,4224000,562000,6391000,323000,2734000,98000.0,7091000,7895000,2940000,129000,35000,0.0,0,0.0,0,0,400000,0,58000,0,0.26788802041792953
21077,1524.0,454.0,404.0,0.0,36.0,0.0,0.0,0.0,12.0,6118000,1089000,1089000,1731,1731,9377000,1837000.0,357000,442000.0,1100000,896000,333000.0,19648000.0,16190000,4264000,12858000.0,17803000,630000,567000.0,6635000.0,411000,1292000,5916000,415000,8983000,304000,4058000,108000.0,28459000,26669000,4953000,151000,0,0.0,93000,0.0,0,0,368000,21000,37000,0,0.09868387396814324
21079,1838.0,492.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,7517000,1750000,1750000,2701,2701,14440000,3289000.0,481000,269000.0,1245000,1350000,189000.0,28038000.0,24759000,7299000,17644000.0,26330000,955000,339000.0,10666000.0,532000,1919000,10005000,789000,15492000,466000,6055000,74000.0,26498000,24827000,7105000,246000,0,0.0,0,0.0,0,0,650000,14000,319000,5000,0.029854179980247485
21081,2304.0,1030.0,584.0,0.0,36.0,36.0,0.0,0.0,74.0,16235000,3284000,3284000,4869,4869,25538000,6322000.0,1033000,704000.0,2567000,2514000,413000.0,51530000.0,44040000,11587000,33998000.0,51214000,1688000,855000.0,20937000.0,1209000,4075000,16094000,1270000,24521000,881000,11077000,177000.0,47132000,50112000,11210000,417000,98000,0.0,439000,0.0,0,0,1049000,15000,319000,5000,0.03558377482104582
21083,3078.0,806.0,318.0,0.0,84.0,0.0,0.0,24.0,180.0,20087000,4492000,4492000,6397,6397,34835000,8143000.0,1333000,983000.0,3194000,3590000,535000.0,65696000.0,58353000,16013000,43980000.0,66114000,2193000,955000.0,25609000.0,1654000,5124000,23143000,2149000,33774000,1309000,15369000,200000.0,31838000,30192000,13573000,807000,0,0.0,8000,0.0,0,0,1459000,54000,38000,2000,0.011544721998388397
21085,2600.0,66.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12088000,3037000,3037000,4421,4421,23334000,5770000.0,814000,410000.0,1622000,2284000,275000.0,43607000.0,38855000,11267000,29038000.0,42317000,1172000,525000.0,18055000.0,839000,2938000,15918000,1587000,23730000,860000,9899000,130000.0,27720000,27950000,8799000,397000,0,0.0,3000,0.0,0,0,908000,1000,94000,1302000,0.02824733198179245
21087,1568.0,318.0,78.0,12.0,0.0,12.0,0.0,12.0,42.0,5194000,1338000,1338000,1663,1663,9668000,2167000.0,400000,322000.0,1039000,866000,267000.0,18772000.0,16235000,4613000,13477000.0,17104000,717000,436000.0,7289000.0,445000,1061000,6381000,582000,9703000,311000,4334000,73000.0,13965000,13040000,3128000,106000,0,0.0,0,0.0,0,0,258000,1000,0,0,0.02123667183085756
21089,3520.0,1146.0,336.0,0.0,0.0,0.0,24.0,0.0,24.0,23185000,3643000,3643000,6250,6250,34214000,6604000.0,1044000,933000.0,3646000,2444000,652000.0,64637000.0,58404000,15642000,40557000.0,63752000,2434000,1261000.0,25154000.0,1740000,6036000,21718000,1653000,31576000,1240000,13876000,299000.0,34428000,34141000,17476000,804000,0,0.0,0,0.0,0,0,1545000,5000,225000,56000,0.017545507600811496
21091,1194.0,66.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,6497000,953000,953000,1693,1693,10166000,1473000.0,358000,228000.0,1148000,604000,237000.0,20000000.0,16874000,4532000,12232000.0,19086000,874000,440000.0,6428000.0,456000,1316000,6146000,288000,9424000,308000,3992000,85000.0,14636000,13645000,6295000,218000,0,0.0,0,0.0,0,0,343000,16000,0,0,0.07502429430819064
21093,8500.0,2848.0,1106.0,0.0,48.0,12.0,0.0,36.0,36.0,54760000,10749000,10749000,17314,17314,96164000,16709000.0,3083000,2490000.0,8897000,7021000,1469000.0,179989000.0,156906000,41467000,108697000.0,190679000,6106000,2827000.0,65351000.0,3715000,12625000,63581000,3970000,91397000,3315000,39041000,799000.0,166237000,164243000,54583000,2172000,0,0.0,590000,0.0,0,0,3501000,19000,445000,2375000,0.006926535180534786
21095,1458.0,1050.0,546.0,0.0,0.0,0.0,0.0,0.0,12.0,15964000,3973000,3973000,4948,4948,26962000,9301000.0,1206000,569000.0,2121000,2892000,386000.0,56215000.0,45823000,12375000,38371000.0,49357000,1548000,662000.0,22083000.0,1400000,4368000,17375000,2427000,25886000,1268000,11847000,99000.0,48901000,44004000,8543000,765000,1395000,0.0,1000,0.0,0,0,1219000,13000,0,0,0.01703645814401512
21097,2570.0,576.0,144.0,12.0,0.0,12.0,0.0,12.0,12.0,10279000,2024000,2023000,3001,3001,16082000,3237000.0,579000,528000.0,1775000,1309000,567000.0,29858000.0,26755000,7023000,19476000.0,28928000,1224000,942000.0,12264000.0,752000,2614000,9986000,819000,14452000,672000,6444000,239000.0,14794000,13985000,7145000,410000,0,0.0,2000,0.0,0,0,664000,0,238000,0,0.052591618822771906
21099,1428.0,474.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,8672000,1856000,1856000,2377,2377,15110000,3983000.0,626000,396000.0,1466000,1521000,333000.0,28093000.0,24600000,7100000,18615000.0,29650000,1022000,547000.0,10199000.0,703000,1934000,9310000,1244000,14072000,591000,6396000,99000.0,16880000,18392000,5495000,247000,0,0.0,4000,0.0,0,0,568000,43000,107000,0,0.037061027255945275
