county_code,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,students_arrested,students_referred_law_enforce,exp_current_supp_serve_total,exp_current_other,exp_current_food_serv,enrollment_fall_responsible,enrollment_fall_school,salaries_total,rev_fed_total,salaries_food_service,benefits_supp_sch_admin,exp_current_sch_admin,rev_fed_child_nutrition_act,salaries_supp_bco,rev_total,exp_current_elsec_total,salaries_teachers_regular_prog,rev_state_total,exp_total,salaries_supp_sch_admin,exp_current_bco,rev_state_gen_formula_assist,salaries_supp_operation_plant,exp_current_operation_plant,salaries_instruction,rev_fed_state_title_i,exp_current_instruction_total,rev_fed_state_idea,benefits_employee_total,benefits_supp_bco,debt_longterm_outstand_beg_fy,debt_longterm_outstand_end_fy,rev_local_total,benefits_supp_operation_plant,rev_fed_nonspec,payments_private_schools,salaries_teachers_vocational,payments_charter_schools,rev_state_bilingual_ed,rev_state_gifted_talented,exp_utilities_energy,rev_state_vocational_ed,rev_local_dist_activ_receipts,assets_sinking_fund,incar_rate
01001,6170.0,770.0,276.0,144.0,0.0,114.0,956.0,0.0,156.0,23941000,5456000,5456000,9609,9609,43030000,7447000.0,1751000,1230000.0,4545000,2883000,635000.0,80867000.0,73240000,22460000,53842000.0,76672000,3155000,1303000.0,45007000.0,1384000,5569000,29118000,1719000,43843000,1934000,18122000,179000.0,63042000,60635000,19578000,719000,0,0.0,1072000,0.0,9000,0,0,0,1518000,3396000,0.007526167985703345
01003,8912.0,8472.0,6020.0,488.0,84.0,0.0,0.0,0.0,502.0,97231000,14434000,14434000,30931,30931,156502000,23710000.0,4370000,4875000.0,18690000,8007000,2107000.0,338236000.0,276600000,70403000,145180000.0,299880000,12963000,4604000.0,122748000.0,7323000,29263000,103922000,6083000,164935000,6690000,61621000,770000.0,423220000,412199000,169346000,3736000,0,42000.0,4087000,0.0,67000,0,0,0,5651000,6171000,0.0013916106308037143
01005,4790.0,1546.0,312.0,0.0,48.0,0.0,286.0,102.0,102.0,11797000,2835000,2835000,3754,3754,19094000,5900000.0,759000,571000.0,2219000,2079000,441000.0,36298000.0,34841000,8790000,21334000.0,39913000,1552000,901000.0,17304000.0,450000,2541000,12455000,2052000,20209000,860000,7810000,164000.0,7720000,12009000,9064000,268000,0,0.0,525000,0.0,9000,0,0,0,756000,0,0.009574807940975127
01007,1866.0,808.0,480.0,36.0,168.0,0.0,426.0,12.0,48.0,11087000,2362000,2362000,3322,3322,17107000,3664000.0,804000,533000.0,1941000,1299000,258000.0,32486000.0,29668000,7447000,21846000.0,31662000,1370000,704000.0,17745000.0,408000,2208000,10889000,858000,16219000,843000,7057000,107000.0,20965000,19569000,6976000,234000,0,188000.0,605000,0.0,2000,0,0,0,1143000,1013000,0.0023127382324262032
01009,4516.0,2364.0,194.0,24.0,0.0,0.0,2976.0,0.0,72.0,26420000,5256000,5256000,9347,9347,43025000,7921000.0,1588000,1321000.0,5009000,3015000,351000.0,83430000.0,76117000,22589000,57104000.0,81023000,3421000,687000.0,47934000.0,1266000,6070000,28634000,2216000,44441000,1898000,18059000,128000.0,12493000,11213000,18405000,649000,0,0.0,1291000,0.0,35000,0,0,0,3427000,3317000,0.002717568930148465
01011,174.0,636.0,612.0,0.0,12.0,0.0,42.0,0.0,0.0,6006000,1380000,1380000,1505,0,8111000,3061000.0,413000,232000.0,851000,1157000,160000.0,14876000.0,14382000,3401000,9273000.0,14713000,611000,294000.0,7653000.0,315000,1114000,4572000,1251000,6996000,415000,3339000,60000.0,3816000,3469000,2542000,160000,0,0.0,348000,0.0,8000,0,0,0,185000,413000,0.006852884615384615
01013,2082.0,2076.0,708.0,24.0,12.0,0.0,2418.0,0.0,0.0,10523000,2279000,2279000,3135,3135,16760000,6439000.0,621000,377000.0,1505000,1710000,242000.0,32062000.0,28883000,7070000,18770000.0,31393000,1079000,480000.0,14811000.0,480000,2086000,10411000,1486000,16081000,934000,6707000,93000.0,27738000,26384000,6853000,262000,0,10000.0,505000,0.0,2000,0,0,0,685000,440000,0.03096005154639175
01015,9066.0,4318.0,1368.0,0.0,316.0,90.0,5894.0,60.0,732.0,62139000,11813000,11813000,18115,18115,93967000,19269000.0,3256000,2704000.0,10564000,7354000,1286000.0,180572000.0,170224000,44089000,105714000.0,193460000,7245000,2672000.0,87832000.0,4038000,15141000,62109000,5882000,96272000,4433000,38940000,495000.0,41746000,94082000,55589000,1947000,0,0.0,2905000,0.0,26000,0,0,0,4668000,3399000,0.004340898075058856
01017,3742.0,1554.0,1938.0,24.0,60.0,0.0,72.0,48.0,84.0,15670000,3755000,3755000,4592,4592,24211000,6720000.0,1115000,677000.0,2631000,2871000,532000.0,44963000.0,42749000,10291000,27262000.0,44847000,1827000,1012000.0,22260000.0,700000,3491000,15339000,2106000,23324000,1170000,9946000,191000.0,16711000,14804000,10981000,392000,0,0.0,869000,0.0,5000,0,0,0,1103000,618000,0.011749933837151174
01019,1700.0,938.0,252.0,0.0,72.0,0.0,1086.0,0.0,12.0,13409000,3059000,3059000,4042,4042,21049000,4419000.0,934000,619000.0,2354000,1657000,304000.0,40647000.0,37156000,9602000,24019000.0,41646000,1640000,627000.0,19642000.0,576000,3024000,13469000,1146000,20688000,1082000,8545000,107000.0,20097000,19317000,12209000,275000,0,0.0,1039000,0.0,1000,0,0,0,1686000,370000,0.02624927153347061
01021,740.0,2026.0,1008.0,12.0,0.0,0.0,612.0,94.0,192.0,20119000,5724000,5724000,7743,7743,34777000,7864000.0,1700000,856000.0,3199000,3233000,524000.0,66020000.0,64327000,17730000,43959000.0,66004000,2237000,793000.0,36562000.0,915000,6077000,24357000,2059000,38484000,1821000,14280000,246000.0,10893000,9419000,14197000,466000,0,5000.0,1707000,0.0,26000,0,0,0,2077000,0,0.00740421346386989
01023,1590.0,1450.0,730.0,0.0,0.0,0.0,1042.0,0.0,0.0,6588000,1204000,1204000,1495,1495,8133000,2531000.0,355000,183000.0,727000,990000,213000.0,17426000.0,14765000,3431000,8525000.0,15660000,497000,434000.0,6266000.0,145000,1207000,4781000,647000,6973000,383000,3369000,79000.0,16619000,15336000,6370000,102000,0,0.0,347000,0.0,1000,0,0,0,428000,626000,0.021198518854379202
01025,2700.0,1032.0,1062.0,0.0,42.0,0.0,560.0,42.0,102.0,14947000,3724000,3724000,4056,4056,22176000,5843000.0,1120000,685000.0,2594000,2584000,545000.0,41736000.0,39612000,10064000,25206000.0,43952000,1713000,1030000.0,20114000.0,572000,3065000,13781000,1561000,20941000,985000,9033000,206000.0,16826000,17678000,10687000,325000,0,0.0,868000,0.0,1000,0,0,0,1480000,669000,0.018545520786948953
01027,72.0,576.0,438.0,0.0,636.0,0.0,360.0,24.0,24.0,5356000,1339000,1339000,1978,1978,9671000,2182000.0,380000,262000.0,917000,806000,149000.0,18425000.0,16873000,4855000,12797000.0,17663000,635000,246000.0,10316000.0,193000,1007000,6645000,585000,10178000,495000,4132000,64000.0,5340000,4874000,3446000,114000,0,0.0,371000,0.0,1000,0,0,0,579000,87000,0.03240736598822038
01029,1848.0,654.0,206.0,12.0,0.0,0.0,1552.0,0.0,66.0,8079000,2126000,2126000,2631,0,13393000,2707000.0,671000,399000.0,1612000,1031000,256000.0,25205000.0,23715000,6326000,17402000.0,25478000,1094000,477000.0,13876000.0,348000,1554000,8657000,606000,13510000,676000,5540000,107000.0,4898000,4953000,5096000,175000,0,0.0,584000,0.0,2000,0,0,0,751000,68000,0.038048535228263056
01031,3110.0,2556.0,788.0,0.0,0.0,0.0,13272.0,96.0,12.0,32748000,5596000,5596000,9519,8904,45744000,9952000.0,1532000,1391000.0,5509000,3214000,795000.0,89394000.0,83882000,20670000,55461000.0,93713000,3800000,1740000.0,46604000.0,1897000,7721000,28785000,2436000,45538000,1867000,18869000,301000.0,19594000,18424000,23981000,999000,0,0.0,1829000,0.0,25000,0,0,0,2686000,1348000,0.003518802009734652
01033,3330.0,1470.0,456.0,0.0,60.0,24.0,1876.0,48.0,108.0,29674000,6125000,6125000,8131,6604,46668000,8260000.0,2043000,1310000.0,5230000,3183000,791000.0,89506000.0,82194000,21431000,47160000.0,89913000,3626000,1641000.0,39928000.0,1834000,7792000,30251000,2282000,46395000,1873000,18234000,288000.0,24282000,23096000,34086000,869000,0,0.0,1986000,0.0,8000,0,0,0,3672000,1377000,0.006546808901967997
01035,2040.0,914.0,296.0,12.0,114.0,0.0,1206.0,0.0,0.0,7604000,1293000,1293000,1525,1525,9540000,2967000.0,369000,377000.0,1429000,1188000,316000.0,21921000.0,17349000,3680000,9542000.0,19915000,960000,860000.0,6836000.0,301000,1349000,5464000,1008000,8452000,412000,4004000,140000.0,1579000,317000,9412000,157000,0,0.0,177000,0.0,0,0,0,0,234000,78000,0.008160883280757099
01037,466.0,870.0,392.0,24.0,0.0,0.0,516.0,12.0,24.0,4316000,807000,807000,1003,0,5593000,1554000.0,242000,209000.0,796000,568000,180000.0,10642000.0,10131000,2348000,5986000.0,10517000,547000,374000.0,4476000.0,104000,776000,3239000,476000,5008000,342000,2380000,64000.0,4312000,3941000,3102000,52000,0,0.0,191000,0.0,1000,0,0,0,307000,0,0.0489522764673615
01039,3254.0,1236.0,312.0,0.0,0.0,0.0,4050.0,0.0,0.0,19010000,3797000,3797000,6280,6280,30752000,7581000.0,1035000,928000.0,3613000,2515000,465000.0,63318000.0,55363000,14838000,36787000.0,59491000,2412000,863000.0,30348000.0,1028000,5186000,20792000,2207000,32556000,1764000,12691000,175000.0,23456000,23924000,18950000,544000,0,0.0,817000,0.0,1000,0,0,0,2574000,2378000,0.022020984794013473
01041,1248.0,738.0,282.0,0.0,132.0,0.0,894.0,0.0,0.0,6681000,1484000,1484000,2239,0,11204000,2690000.0,488000,301000.0,1169000,900000,285000.0,21294000.0,20055000,5171000,13343000.0,21222000,796000,561000.0,10786000.0,296000,1651000,7475000,616000,11890000,590000,4662000,114000.0,5423000,8039000,5261000,156000,0,0.0,561000,0.0,3000,0,0,0,776000,1170000,0.014847369560510934
01043,3612.0,1420.0,174.0,0.0,32.0,0.0,542.0,24.0,60.0,39092000,7161000,7161000,12703,9573,65427000,11038000.0,2275000,1926000.0,7525000,3811000,1278000.0,125541000.0,115463000,32732000,74020000.0,123880000,5166000,2468000.0,62674000.0,2385000,10562000,43965000,2639000,69210000,2648000,26359000,437000.0,32547000,36553000,40483000,1248000,0,1000.0,2017000,0.0,33000,0,0,0,3763000,1422000,0.005979159532312509
01045,3106.0,2536.0,1600.0,0.0,164.0,0.0,2478.0,24.0,12.0,20403000,3849000,3849000,6288,4157,31367000,7138000.0,1171000,941000.0,3692000,2590000,905000.0,63022000.0,55856000,14851000,39555000.0,61623000,2576000,2017000.0,32385000.0,800000,4190000,20231000,1986000,31604000,1432000,12812000,326000.0,20975000,23127000,16329000,406000,0,0.0,1520000,0.0,8000,0,0,0,2204000,8471000,0.00400453909906989
01047,3376.0,3304.0,1888.0,24.0,222.0,12.0,902.0,0.0,266.0,26103000,5842000,5842000,7041,7041,37427000,14389000.0,1663000,1166000.0,4335000,4773000,578000.0,71987000.0,68033000,15978000,43790000.0,75140000,2967000,1164000.0,35877000.0,1287000,6172000,22528000,6637000,36088000,1759000,15704000,237000.0,35151000,33915000,13808000,712000,0,0.0,1312000,0.0,0,0,0,0,1346000,6588000,0.00273688580638859
01049,5528.0,1816.0,60.0,0.0,44.0,0.0,3946.0,0.0,168.0,33091000,9208000,9208000,12220,12220,58280000,14846000.0,2419000,1417000.0,5446000,5870000,1181000.0,113553000.0,105166000,30880000,72397000.0,111821000,3598000,2381000.0,60183000.0,1617000,8759000,41089000,4150000,62867000,2668000,24090000,468000.0,12765000,11807000,26310000,859000,0,0.0,2375000,0.0,156000,0,0,0,3851000,1745000,0.004380554618067274
01051,7618.0,4290.0,2284.0,60.0,528.0,12.0,678.0,36.0,156.0,34830000,6698000,6698000,13086,13086,60277000,10527000.0,2254000,1573000.0,6003000,4288000,920000.0,116247000.0,105708000,29444000,72710000.0,114572000,4105000,3483000.0,62253000.0,2014000,8946000,40735000,2427000,64180000,2700000,24992000,358000.0,44697000,51374000,33010000,1110000,0,0.0,1799000,0.0,16000,0,0,0,2777000,4445000,0.003406529583312738
01053,5046.0,1902.0,974.0,90.0,174.0,0.0,60.0,24.0,36.0,20430000,3580000,3580000,5637,1158,30062000,6993000.0,1067000,1043000.0,3785000,2468000,828000.0,57234000.0,54960000,14015000,34091000.0,75247000,2584000,1694000.0,27341000.0,1216000,5131000,19236000,2128000,30950000,1300000,12696000,248000.0,39004000,52219000,16150000,737000,0,0.0,1159000,0.0,1000,0,0,0,1452000,712000,0.01622620469932298
01055,5524.0,4228.0,1982.0,0.0,644.0,0.0,3158.0,0.0,0.0,47500000,11024000,11024000,15666,15666,79703000,19140000.0,3409000,2401000.0,8940000,6320000,1411000.0,148676000.0,137391000,38343000,93594000.0,149634000,6245000,2544000.0,79398000.0,2522000,11002000,51385000,5113000,78867000,4126000,32239000,562000.0,94003000,98803000,35942000,1473000,0,42000.0,2979000,0.0,42000,0,0,0,3660000,711000,0.005110142423036222
01057,1908.0,960.0,192.0,0.0,0.0,0.0,1032.0,0.0,0.0,7711000,1801000,1801000,2403,2403,12015000,2639000.0,579000,350000.0,1475000,887000,139000.0,22528000.0,21007000,5235000,14527000.0,21990000,1005000,265000.0,11802000.0,428000,2032000,7434000,673000,11495000,554000,4974000,50000.0,5061000,4802000,5362000,205000,0,0.0,422000,0.0,1000,0,0,0,933000,233000,0.01380578685676631
01059,1806.0,726.0,146.0,0.0,0.0,0.0,974.0,50.0,126.0,17331000,5726000,5726000,6131,6131,32026000,7562000.0,1521000,849000.0,3305000,3677000,615000.0,59727000.0,55667000,15009000,37315000.0,61473000,2287000,1161000.0,30540000.0,958000,4168000,21244000,1735000,32610000,1164000,12899000,306000.0,9843000,12660000,14850000,485000,0,0.0,1277000,0.0,48000,0,0,0,2656000,3276000,0.01756634222123585
01061,2950.0,996.0,470.0,12.0,0.0,0.0,1158.0,12.0,24.0,11838000,2844000,2844000,4017,4017,19334000,4867000.0,705000,532000.0,2128000,1983000,394000.0,39418000.0,35230000,9275000,26353000.0,37775000,1439000,767000.0,20391000.0,464000,2548000,12958000,1617000,20548000,876000,8140000,151000.0,6447000,5724000,8198000,272000,0,0.0,565000,0.0,4000,0,0,0,1017000,170000,0.010165189968463733
01063,408.0,432.0,810.0,0.0,246.0,0.0,246.0,12.0,12.0,6175000,1149000,1149000,1173,0,7319000,2381000.0,321000,249000.0,955000,818000,167000.0,14695000.0,13636000,3026000,7645000.0,14897000,697000,513000.0,5901000.0,281000,1438000,4288000,987000,6312000,313000,2953000,60000.0,19871000,19706000,4669000,153000,0,0.0,294000,0.0,0,0,0,0,152000,2909000,0.017911622987425078
01065,840.0,702.0,780.0,12.0,120.0,12.0,1100.0,0.0,0.0,8519000,1868000,1868000,2687,2687,13522000,3778000.0,501000,323000.0,1263000,1371000,255000.0,28497000.0,23962000,6220000,17349000.0,27221000,876000,709000.0,13932000.0,337000,1512000,8889000,1119000,13575000,835000,5622000,104000.0,1782000,576000,7370000,176000,0,0.0,473000,0.0,1000,0,0,0,606000,1472000,0.0027993074976694634
01067,3384.0,48.0,0.0,0.0,672.0,0.0,224.0,0.0,0.0,7611000,1668000,1668000,2540,2540,12117000,2573000.0,510000,330000.0,1483000,1061000,330000.0,24166000.0,21239000,5375000,15381000.0,24025000,934000,824000.0,12561000.0,279000,1563000,7866000,743000,11960000,582000,5135000,129000.0,16556000,16687000,6212000,182000,0,304000.0,577000,0.0,2000,0,0,0,823000,1643000,0.01932596749678475
01069,14176.0,2552.0,2492.0,0.0,12.0,0.0,3628.0,48.0,232.0,44486000,10338000,10338000,15679,9336,77461000,18747000.0,3033000,2056000.0,8394000,6636000,1903000.0,143251000.0,136688000,36609000,83880000.0,141168000,5526000,3728000.0,70874000.0,2071000,9878000,53594000,4675000,81864000,3700000,31943000,687000.0,24863000,29525000,40624000,1011000,0,386000.0,2331000,0.0,12000,0,0,0,2331000,5604000,0.005743468753596502
01071,1472.0,834.0,144.0,0.0,162.0,0.0,3286.0,12.0,42.0,29433000,6413000,6413000,8064,8064,44603000,8939000.0,2068000,1205000.0,4706000,3291000,481000.0,85890000.0,77103000,20615000,50381000.0,85319000,3311000,820000.0,41007000.0,2274000,7694000,27036000,2127000,41257000,1865000,18300000,169000.0,16756000,14761000,26570000,1130000,0,0.0,1664000,0.0,14000,0,0,0,2333000,1628000,0.007254586541039488
01073,28332.0,36034.0,28622.0,120.0,4038.0,36.0,1940.0,382.0,1186.0,371960000,70017000,70017000,104341,97685,588735000,105125000.0,22861000,17042000.0,67881000,38497000,10697000.0,1137647000.0,1038864000,280708000,545528000.0,1155129000,47617000,24407000.0,465824000.0,28391000,104594000,379590000,30266000,596887000,25745000,226703000,4010000.0,1554190000,1584319000,486994000,13316000,0,96000.0,14474000,0.0,270000,0,0,0,19201000,4435000,0.000557990217605282
01075,54.0,306.0,816.0,0.0,24.0,0.0,2310.0,0.0,0.0,7289000,1794000,1794000,2351,2351,11063000,2637000.0,488000,359000.0,1363000,909000,186000.0,22275000.0,20168000,5369000,14731000.0,23060000,928000,420000.0,11892000.0,232000,1409000,7051000,655000,11085000,659000,4633000,74000.0,13123000,12544000,4907000,128000,0,0.0,498000,0.0,2000,0,0,0,1120000,178000,0.02525385996409336
01077,7396.0,3344.0,1086.0,24.0,54.0,0.0,808.0,0.0,24.0,40394000,7690000,7690000,12964,12964,66193000,11326000.0,2346000,1789000.0,7812000,3988000,672000.0,132222000.0,121818000,33675000,71593000.0,129320000,4614000,1546000.0,60810000.0,2251000,11812000,46598000,3502000,73734000,3023000,26542000,259000.0,40182000,37047000,49303000,1057000,0,2000.0,2256000,0.0,11000,0,0,0,3979000,1928000,0.0043203174843474594
01079,4102.0,1104.0,348.0,0.0,12.0,0.0,1668.0,0.0,0.0,15423000,3589000,3589000,4841,4841,24963000,5697000.0,1143000,673000.0,2658000,2129000,272000.0,51703000.0,44182000,11489000,31283000.0,53773000,1932000,715000.0,25137000.0,757000,3626000,16069000,1396000,25170000,1215000,10384000,108000.0,30353000,28996000,14723000,347000,0,0.0,781000,0.0,4000,0,0,0,1688000,2520000,0.016208280523869877
01081,13688.0,6888.0,3784.0,24.0,132.0,12.0,802.0,190.0,614.0,71585000,12274000,12274000,22321,22321,118157000,16366000.0,3788000,3075000.0,11914000,6610000,2221000.0,278501000.0,208381000,58864000,121018000.0,273370000,8119000,4488000.0,102345000.0,4283000,17633000,78985000,3940000,124522000,4240000,48073000,816000.0,99420000,89936000,141117000,2357000,0,0.0,3106000,0.0,36000,0,0,0,5766000,0,0.0014538020113496679
01083,10748.0,2606.0,820.0,0.0,138.0,0.0,1598.0,142.0,128.0,42713000,8183000,8183000,12722,12722,66960000,9930000.0,2386000,1682000.0,6822000,4448000,716000.0,129077000.0,123576000,31593000,72225000.0,147288000,4957000,2493000.0,60636000.0,2650000,12819000,44575000,2107000,72680000,2490000,26917000,231000.0,88288000,146003000,46922000,1256000,0,301000.0,2378000,0.0,45000,0,0,0,3767000,4179000,0.002450557490908694
01085,1068.0,1392.0,1662.0,42.0,42.0,12.0,342.0,0.0,0.0,8197000,1800000,1800000,1562,1562,10898000,6200000.0,557000,292000.0,1078000,1488000,199000.0,21642000.0,19791000,3861000,10961000.0,21098000,751000,566000.0,8486000.0,337000,1642000,5977000,1136000,9794000,566000,4663000,80000.0,7120000,6765000,4481000,228000,0,5000.0,256000,0.0,0,0,0,0,234000,414000,0.017631604365884283
01087,660.0,726.0,834.0,0.0,0.0,0.0,66.0,0.0,12.0,10974000,1984000,1984000,2134,2134,12728000,4356000.0,676000,328000.0,1358000,1735000,442000.0,23758000.0,23931000,5130000,14019000.0,26578000,965000,1059000.0,11081000.0,645000,2538000,6898000,1613000,10973000,585000,4960000,151000.0,48929000,51432000,5383000,309000,0,18000.0,493000,0.0,1000,0,0,0,229000,528000,0.011850202009737906
01089,26674.0,12782.0,5594.0,24.0,1850.0,0.0,1516.0,984.0,1910.0,193351000,28792000,28792000,53290,53290,271972000,45105000.0,7570000,7714000.0,31678000,19111000,5516000.0,560773000.0,513958000,129156000,280246000.0,696837000,21337000,10741000.0,234578000.0,12968000,56384000,177463000,9741000,291815000,10337000,105665000,1926000.0,748994000,821077000,235422000,6006000,0,44000.0,7433000,0.0,138000,0,0,0,10701000,23225000,0.0008537093223868167
01091,2688.0,716.0,432.0,12.0,12.0,12.0,174.0,12.0,12.0,12475000,2677000,2677000,3897,3897,19953000,4523000.0,886000,579000.0,2228000,1758000,330000.0,37036000.0,35209000,9615000,23193000.0,36698000,1545000,746000.0,19294000.0,495000,2823000,13164000,1209000,20057000,929000,8139000,119000.0,12603000,11607000,9320000,284000,0,0.0,733000,0.0,3000,0,0,0,1197000,3815000,0.014800101214574899
01093,60.0,832.0,242.0,0.0,36.0,0.0,1836.0,0.0,12.0,13258000,3026000,3026000,4671,4671,23256000,4842000.0,923000,661000.0,2649000,1610000,405000.0,44852000.0,41425000,11994000,28611000.0,44088000,1801000,785000.0,23827000.0,670000,3241000,15655000,1285000,25141000,1207000,9434000,143000.0,4933000,4416000,11399000,351000,0,0.0,903000,0.0,4000,0,0,0,2103000,187000,0.020102579424360122
01095,8146.0,2848.0,1242.0,1760.0,846.0,276.0,2944.0,104.0,250.0,57717000,12868000,12868000,17698,17698,88963000,20903000.0,3870000,2487000.0,9649000,8296000,1697000.0,172831000.0,159025000,40166000,103470000.0,179544000,6595000,3194000.0,86314000.0,3635000,15100000,56257000,6400000,88440000,3548000,35441000,576000.0,70065000,87791000,48458000,1748000,0,3000.0,3243000,0.0,99000,0,0,0,5128000,5902000,0.002625837684713443
01097,28722.0,19892.0,33628.0,480.0,2622.0,314.0,0.0,2418.0,2618.0,221948000,43776000,43776000,62874,62188,307386000,83031000.0,11568000,8042000.0,31768000,33443000,8392000.0,616188000.0,566087000,138083000,339235000.0,672192000,21840000,25782000.0,279311000.0,16211000,61989000,191428000,25482000,300363000,16960000,128512000,3333000.0,399625000,493693000,193922000,8940000,0,783000.0,6557000,0.0,85000,0,0,0,8958000,117026000,0.0012455685830310773
01099,3288.0,948.0,516.0,12.0,66.0,0.0,600.0,0.0,12.0,11269000,2246000,2246000,3600,0,17912000,5253000.0,600000,523000.0,2044000,1872000,202000.0,33410000.0,32349000,8392000,20650000.0,33507000,1306000,574000.0,16779000.0,379000,2348000,11926000,1836000,18834000,991000,7520000,75000.0,1101000,988000,7507000,246000,0,0.0,599000,0.0,0,0,0,0,955000,0,0.01538794492793664
01101,13500.0,15978.0,16620.0,66.0,1004.0,96.0,0.0,90.0,492.0,97577000,21823000,21823000,31792,31615,156523000,43038000.0,6079000,4086000.0,15218000,17261000,3041000.0,310594000.0,277742000,75903000,174314000.0,305417000,10446000,6614000.0,149999000.0,8460000,28406000,99783000,14840000,158342000,7789000,64883000,1177000.0,69003000,64735000,93242000,4670000,0,884000.0,3705000,0.0,128000,0,0,0,1937000,12013000,0.0013221911249581945
01103,15668.0,1488.0,534.0,92.0,352.0,0.0,2428.0,276.0,474.0,62188000,12688000,12688000,19518,19518,106040000,17701000.0,3794000,3016000.0,11994000,7686000,1578000.0,208796000.0,187178000,51158000,105182000.0,220144000,8054000,2957000.0,89332000.0,4510000,17281000,71563000,4208000,112302000,4388000,42556000,561000.0,184589000,180172000,85913000,2334000,0,18000.0,3395000,0.0,89000,0,0,0,4872000,11779000,0.004085478827306948
01105,1050.0,2976.0,1248.0,12.0,12.0,0.0,0.0,0.0,12.0,4975000,1475000,1475000,1525,1525,8153000,3616000.0,436000,162000.0,612000,1178000,176000.0,16271000.0,14727000,3465000,10175000.0,15450000,449000,416000.0,7903000.0,142000,1012000,5062000,1218000,8277000,421000,3353000,71000.0,3777000,3351000,2480000,82000,0,0.0,427000,0.0,0,0,0,0,42000,1388000,0.0
01107,1008.0,402.0,216.0,0.0,12.0,0.0,204.0,0.0,24.0,9343000,1793000,1793000,2633,2633,13506000,3541000.0,622000,424000.0,1644000,1199000,51000.0,26826000.0,25042000,5862000,17386000.0,27921000,1169000,531000.0,13560000.0,362000,1886000,8622000,1323000,13906000,667000,5763000,21000.0,924000,9994000,5899000,202000,0,0.0,705000,0.0,2000,0,0,0,749000,2050000,0.01469676549865229
01109,2648.0,2048.0,1218.0,36.0,780.0,24.0,2650.0,12.0,24.0,14692000,2801000,2801000,4170,0,22617000,5534000.0,802000,708000.0,2678000,1820000,421000.0,44422000.0,40431000,11167000,24097000.0,42729000,1805000,854000.0,20216000.0,778000,3622000,14806000,1805000,22938000,1049000,9204000,149000.0,28278000,27592000,14791000,406000,0,5000.0,823000,0.0,6000,0,0,0,1173000,187000,0.008041882942545193
01111,1926.0,606.0,204.0,0.0,24.0,24.0,978.0,0.0,24.0,11476000,2283000,2283000,3770,2228,18833000,4189000.0,754000,607000.0,2298000,1551000,321000.0,35098000.0,33632000,8739000,21857000.0,37083000,1566000,535000.0,18110000.0,471000,2703000,12573000,1337000,19873000,874000,7873000,122000.0,7172000,8999000,9052000,292000,0,0.0,752000,0.0,6000,0,0,0,1312000,975000,0.040422603770245154
01113,10022.0,5736.0,3044.0,108.0,12.0,48.0,1314.0,144.0,218.0,32011000,7332000,7332000,10641,10641,50860000,12020000.0,2098000,1373000.0,5221000,5142000,1224000.0,100132000.0,91236000,24842000,62304000.0,101229000,3677000,2181000.0,51841000.0,2075000,7599000,33459000,3936000,51893000,2063000,21022000,422000.0,80946000,78779000,25808000,1059000,0,0.0,1509000,0.0,9000,0,0,0,1509000,3303000,0.006116219385760661
01115,6102.0,2638.0,636.0,72.0,60.0,12.0,1894.0,174.0,270.0,35643000,8675000,8675000,13079,13079,60822000,11846000.0,2378000,1757000.0,6694000,5635000,985000.0,117883000.0,107735000,30521000,74703000.0,116548000,4728000,2063000.0,62757000.0,1343000,8848000,40906000,2551000,63417000,2564000,24718000,343000.0,144341000,141066000,31334000,664000,0,0.0,1700000,0.0,16000,0,0,0,2675000,2410000,0.005934531925218959
01117,16304.0,6634.0,3106.0,48.0,84.0,0.0,12.0,456.0,854.0,98971000,17541000,17541000,29201,29201,156495000,17767000.0,6190000,4360000.0,16656000,7216000,2228000.0,315639000.0,275334000,70629000,158624000.0,360421000,11607000,4157000.0,132037000.0,7287000,25633000,99630000,3505000,158822000,5375000,62994000,774000.0,466963000,518990000,139248000,3519000,0,4000.0,3504000,0.0,128000,0,0,0,11789000,2118000,0.0017102695567331788
01119,0.0,1104.0,1026.0,12.0,24.0,12.0,636.0,0.0,12.0,7914000,1509000,1509000,1593,1593,9674000,3747000.0,492000,303000.0,1269000,1110000,269000.0,19254000.0,18408000,4006000,11192000.0,19797000,777000,651000.0,8440000.0,354000,1592000,5467000,1375000,8985000,503000,4118000,108000.0,12650000,11990000,4315000,186000,0,0.0,336000,0.0,0,0,0,0,207000,0,0.009314705436922612
01121,14186.0,6340.0,3572.0,72.0,220.0,24.0,2280.0,36.0,250.0,45071000,8856000,8856000,12084,12084,62187000,13591000.0,2907000,2027000.0,7886000,5266000,801000.0,122040000.0,114271000,27530000,70436000.0,129890000,5453000,1962000.0,58233000.0,2721000,12845000,38050000,3995000,60344000,2771000,25685000,280000.0,60158000,64332000,38013000,1425000,0,0.0,2113000,0.0,6000,0,0,0,2684000,2253000,0.00440478687311085
